problem,dataset_path,dataset_sha256,dataset_fingerprint,split,num_samples,seed,n,final_time,dt,viscosity,max_boost,closure_residual_mean,closure_residual_std,closure_residual_median,closure_residual_p95,closure_residual_max
n128_burgers_galilean,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,9bd15d1251170c49a77d00631ebdd67bef1bc42bfca7e05042fe0d13b63b5b2c,test,32,2027,128,0.5,0.001,0.01,0.35,3.163597752653402e-07,1.2380294733129513e-07,2.786288746392529e-07,5.636568886302484e-07,6.378747343660507e-07
n128_burgers_galilean,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,9bd15d1251170c49a77d00631ebdd67bef1bc42bfca7e05042fe0d13b63b5b2c,test,32,2027,128,0.5,0.001,0.01,0.525,3.0233246750555054e-07,1.4133251630827156e-07,2.5678943416096445e-07,5.695811182704346e-07,7.51225343265105e-07
n128_burgers_galilean,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,9bd15d1251170c49a77d00631ebdd67bef1bc42bfca7e05042fe0d13b63b5b2c,test,32,2027,128,0.5,0.001,0.01,0.7,2.516238100103152e-07,1.1413459095382325e-07,2.3593016607037498e-07,4.139763291277631e-07,7.418764198519057e-07
n128_burgers_galilean,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,9bd15d1251170c49a77d00631ebdd67bef1bc42bfca7e05042fe0d13b63b5b2c,test,32,2027,128,0.5,0.001,0.01,1.05,3.159992081336327e-07,1.5869128230703604e-07,2.725525973801268e-07,6.920817384070687e-07,6.933294685040892e-07
