method,data_fraction,steps_per_epoch,config.training.lambda_tangent,relative_l2_mean,relative_l2_std,relative_l2_count,orbit_ood_relative_l2_mean,orbit_ood_relative_l2_std,orbit_ood_relative_l2_count,oracle_canonical_ood_relative_l2_mean,oracle_canonical_ood_relative_l2_std,oracle_canonical_ood_relative_l2_count,equivariance_defect_relative_mean,equivariance_defect_relative_std,equivariance_defect_relative_count,latency_ms_per_sample_mean,latency_ms_per_sample_std,latency_ms_per_sample_count,latency_ms_per_batch_mean,latency_ms_per_batch_std,latency_ms_per_batch_count
aug_tangent,0.02,4,0.1,0.4149795677512884,0.03630403456166482,5,0.44895585868507626,0.033566395055966924,5,0.41497956505045297,0.03630403671188496,5,0.3156548364553601,0.020329340344860208,5,13.235059375001583,2.200559411732338,5,211.76095000002533,35.20895058771741,5
tangent,0.02,4,0.1,0.4901938017457724,0.03090112947419522,5,0.5348677546717227,0.025834327386074336,5,0.49019379923120143,0.030901130864471826,5,0.3292047368828207,0.015460363963506335,5,18.43299968750216,11.580961380234315,5,294.92799500003457,185.29538208374905,5
