metric,metric_label,seed_count,reference_method,candidate_method,reference_mean,candidate_mean,paired_delta_mean,paired_delta_ci95_low,paired_delta_ci95_high,relative_reduction_pct
force_mae,Force MAE,5,aug,aug_orbit,19.913501904296872,19.36857130126953,-0.5449306030273441,-0.6844373014832886,-0.40542390457139954,2.7364880654655686
orbit_ood_force_mae,Transformed force MAE,5,aug,aug_orbit,20.053501166534424,19.469848751068117,-0.5836524154663089,-0.7344084723707088,-0.4328963585619089,2.9104763832478047
equivariance_defect_relative,Eq. defect,5,aug,aug_orbit,0.7372277514696122,0.26075750051736835,-0.4764702509522438,-0.4907916662127467,-0.4621488356917409,64.62999392011946
relative_l2,ID L2,5,aug,aug_orbit,0.9817497663497925,0.9517556034088134,-0.029994162940978963,-0.0372401015672413,-0.022748224314716625,3.0551739322026332
orbit_ood_relative_l2,Transformed L2,5,aug,aug_orbit,0.9848169476985932,0.9540638391017913,-0.030753108596801738,-0.03828913307315652,-0.023217084120446957,3.1227233313427925
