data_fraction,seed,aug_relative_l2,aug_orbit_relative_l2,relative_l2_delta_pct,aug_orbit_ood_relative_l2,aug_ood_relative_l2,orbit_ood_delta_pct,aug_defect,aug_orbit_defect,defect_delta_pct
0.01,23,0.0641180325765162,0.0632588679436594,-1.3399734806764485,0.0630955481901764,0.0639467575238086,-1.3311219623845294,0.0447119909513276,0.0441727873403579,-1.205948559876624
0.02,23,0.0359727488830685,0.0365098123438656,1.4929730906660943,0.0364136158605106,0.0359606575220823,1.2595941499405239,0.0270694242499303,0.0275107680354267,1.6304143797869486
