"method","count","relative_l2_mean","relative_l2_std","orbit_ood_relative_l2_mean","equivariance_defect_relative_mean","latency_ms_per_sample_mean"
"aug","3","0.00373605243415417","4.24464917847595E-05","0.003737948507478","0.00098412125373315","12.0627853124915"
"aug_orbit","3","0.00374327262882919","7.8701826129066E-05","0.00374189009138111","0.000983188239933005","13.2243700000193"
