metric,metric_label,seed_count,reference_method,candidate_method,reference_mean,candidate_mean,paired_delta_mean,paired_delta_ci95_low,paired_delta_ci95_high,relative_reduction_pct
force_mae,Force MAE,5,aug,aug_orbit,19.913501904296872,19.427205493164063,-0.4862964111328118,-0.607336744910219,-0.3652560773554046,2.4420436619833175
orbit_ood_force_mae,Transformed force MAE,5,aug,aug_orbit,20.053501166534424,19.52515234451294,-0.5283488220214856,-0.6647130416541494,-0.3919846023888219,2.6346961442483727
equivariance_defect_relative,Eq. defect,5,aug,aug_orbit,0.7372277514696122,0.23826875156760216,-0.49895899990201,-0.5169530818451981,-0.4809649179588219,67.68044188615661
relative_l2,ID L2,5,aug,aug_orbit,0.9817497663497925,0.9546485258102416,-0.027101240539550764,-0.033514453856732594,-0.020688027222368933,2.760503895031724
orbit_ood_relative_l2,Transformed L2,5,aug,aug_orbit,0.9848169476985932,0.9568340791702271,-0.027982868528366112,-0.034831945809014817,-0.02113379124771741,2.8414284089808666
