"data_fraction","seed","rel_delta_pct","ood_delta_pct","defect_delta_pct"
"0.01","23","-0.500433080218476","-0.519943188524841","-1.91966239739024"
"0.01","31","4.30289947638609","4.2235147264428","4.94438098557914"
"0.01","47","-12.0871139373583","-12.1489094008956","-17.3063014258441"
"0.02","23","-3.29759562613929","-3.24138501703348","-3.92081522056513"
"0.02","31","3.12378695302689","3.09227665800111","3.8889232220402"
"0.02","47","5.50180882062659","5.45443851142267","6.78682014267824"
"0.05","23","-6.11549124431955","-6.11128985524887","-6.62862546986461"
"0.05","31","9.49868648516738","9.62630832739881","10.2596743940264"
"0.05","47","9.75058943032428","9.82728682051104","10.2232193150033"
