method,data_fraction,steps_per_epoch,config.training.lambda_orbit,config.training.normalize_by_epsilon,relative_l2_mean,relative_l2_std,relative_l2_count,orbit_ood_relative_l2_mean,orbit_ood_relative_l2_std,orbit_ood_relative_l2_count,oracle_canonical_ood_relative_l2_mean,oracle_canonical_ood_relative_l2_std,oracle_canonical_ood_relative_l2_count,equivariance_defect_relative_mean,equivariance_defect_relative_std,equivariance_defect_relative_count,latency_ms_per_sample_mean,latency_ms_per_sample_std,latency_ms_per_sample_count,latency_ms_per_batch_mean,latency_ms_per_batch_std,latency_ms_per_batch_count
aug_orbit,0.02,4,2.4,False,0.3778954580426216,0.042095352326098456,5,0.40311176273971794,0.03854509223677153,5,0.37789545515552164,0.042095351455814875,5,0.2686886009760201,0.021886000545364968,5,12.729068687531253,2.2284480523555943,5,203.66509900050005,35.65516883768951,5
