run_dir,best_val_relative_l2,config_hash,dataset_kind,dataset_path,dataset_sha256,deterministic,device,environment.config_hash,environment.cuda_available,environment.cuda_version,environment.cudnn_version,environment.git_commit,environment.mkl_num_threads,environment.omp_num_threads,environment.platform,environment.python,environment.torch,epsilon_mean,epsilon_mean_std,epsilon_mean_stderr,equivariance_defect_relative,equivariance_defect_relative_std,equivariance_defect_relative_stderr,eval_seconds,latency_ms_per_batch,latency_ms_per_sample,latency_repeats,latency_warmup,method,model_name,num_batches,num_samples,orbit_ood_relative_l2,orbit_ood_relative_l2_std,orbit_ood_relative_l2_stderr,parameters,parameters_total,relative_l2,relative_l2_std,relative_l2_stderr,seed,config_path,config.seed,config.dataset.kind,config.dataset.path,config.dataset.generate_if_missing,config.dataset.n,config.dataset.num_train,config.dataset.num_val,config.dataset.num_test,config.dataset.final_time,config.dataset.dt,config.dataset.viscosity,config.dataset.smoothness,config.dataset.amplitude,config.dataset.solver_batch_size,config.dataset.dealias,config.dataset.seed,config.model.name,config.model.in_channels,config.model.out_channels,config.model.width,config.model.modes1,config.model.modes2,config.model.depth,config.model.add_grid,config.symmetry.transforms,config.symmetry.probabilities,config.training.method,config.training.epochs,config.training.batch_size,config.training.lr,config.training.weight_decay,config.training.lambda_orbit,config.training.lambda_aug,config.training.normalize_by_epsilon,config.training.orbit_eta,config.training.eval_every,config.training.eval_orbit_samples,config.training.data_fraction,config.training.num_workers,config.training.grad_clip,config.training.latency_repeats,config.training.latency_warmup,config.training.stop_after_epochs,config.runtime.deterministic,config.runtime.device,config.runtime.run_dir,config.runtime.overwrite,config.runtime.resume,data_fraction,lambda_orbit,config.dataset.modes,config.dataset.mean,config.model.modes,config.model.canonicalizers,config.model.canonical_channel,config.model.translation_mode,config.model.final_time,config.model.length,config.dataset.velocity,config.symmetry.name,config.symmetry.max_shift,config.symmetry.length
runs\ablations\label_efficiency_seed_replication\0.25\aug_orbit\seed_31,0.008252903004176915,88c8fd82474c,burgers1d,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,False,cpu,88c8fd82474c,False,,,,,,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.1537883309647441,0.09058386197137716,0.002001639470813344,0.007105065603699945,0.011066608689191133,0.00024453981402703187,1.4323707000003196,16.097904999969614,0.5030595312490505,20,5,aug_orbit,fno1d,16,512,0.012070595461409539,0.012967570428354882,0.00028654553079387123,287361,287361,0.008645603142213076,0.01131593722490452,0.0005000984967007043,31,runs\ablations\label_efficiency_seed_replication\0.25\aug_orbit\seed_31\config.yaml,31,burgers1d,data/1d_burgers_n128.pt,True,128,2048,256,512,0.5,0.001,0.01,,0.8,64.0,True,23,fno1d,1,1,64,,,4,False,"[{'name': 'translation1d', 'max_shift': 0.25}, {'name': 'burgers1d_galilean', 'max_boost': 0.35, 'final_time': 0.5}]","[0.5, 0.5]",aug_orbit,150,32,0.001,0.0001,0.5,1.0,,,10,4,0.25,,1.0,20,5,,False,auto,runs\ablations\label_efficiency_seed_replication\0.25\aug_orbit\seed_31,False,,0.25,0.5,8.0,0.0,16.0,,,,,,,,,
runs\ablations\label_efficiency_seed_replication\0.25\aug_orbit\seed_47,0.00870252406457439,349ba4714351,burgers1d,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,False,cpu,349ba4714351,False,,,,,,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.1452035546535626,0.08936835717652912,0.0019747803557195374,0.006412759878056784,0.011142627381998211,0.00024621960568893254,1.4556844999997338,15.956809999988764,0.49865031249964886,20,5,aug_orbit,fno1d,16,512,0.012423919419234153,0.014101951582305905,0.0003116120497441521,287361,287361,0.009619279211619869,0.013777426122465986,0.0006088819649057737,47,runs\ablations\label_efficiency_seed_replication\0.25\aug_orbit\seed_47\config.yaml,47,burgers1d,data/1d_burgers_n128.pt,True,128,2048,256,512,0.5,0.001,0.01,,0.8,64.0,True,23,fno1d,1,1,64,,,4,False,"[{'name': 'translation1d', 'max_shift': 0.25}, {'name': 'burgers1d_galilean', 'max_boost': 0.35, 'final_time': 0.5}]","[0.5, 0.5]",aug_orbit,150,32,0.001,0.0001,0.5,1.0,,,10,4,0.25,,1.0,20,5,,False,auto,runs\ablations\label_efficiency_seed_replication\0.25\aug_orbit\seed_47,False,,0.25,0.5,8.0,0.0,16.0,,,,,,,,,
runs\ablations\label_efficiency_seed_replication\1.0\aug\seed_23,0.002332481773919426,2995855ea893,burgers1d,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,False,cpu,2995855ea893,False,,,,,,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.14695673587266356,0.09069382054717753,0.002004069235019533,0.0026036903469881523,0.004509196797538092,9.964011353887026e-05,1.3975832999994964,15.353335000008883,0.4797917187502776,20,5,aug,fno1d,16,512,0.004080569206053042,0.004913651609485877,0.00010857738667048929,287361,287361,0.0025781953590922058,0.004020610653960906,0.00017768756612041476,23,runs\ablations\label_efficiency_seed_replication\1.0\aug\seed_23\config.yaml,23,burgers1d,data/1d_burgers_n128.pt,True,128,2048,256,512,0.5,0.001,0.01,,0.8,64.0,True,23,fno1d,1,1,64,,,4,False,"[{'name': 'translation1d', 'max_shift': 0.25}, {'name': 'burgers1d_galilean', 'max_boost': 0.35, 'final_time': 0.5}]","[0.5, 0.5]",aug,150,32,0.001,0.0001,,1.0,,,10,4,1.0,,1.0,20,5,,False,auto,runs\ablations\label_efficiency_seed_replication\1.0\aug\seed_23,False,,1.0,,8.0,0.0,16.0,,,,,,,,,
runs\ablations\label_efficiency_seed_replication\1.0\aug\seed_31,0.002307104427018203,82419b8bb236,burgers1d,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,False,cpu,82419b8bb236,False,,,,,,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.1537883309647441,0.09058386197137716,0.002001639470813344,0.0029368499585267216,0.0043041615099459725,9.510943096890396e-05,1.4395492000003287,14.968679999992673,0.46777124999977104,20,5,aug,fno1d,16,512,0.004299208854718017,0.00490800102151536,0.00010845252513700041,287361,287361,0.002630395771120675,0.004015855247871042,0.00017747740487707481,31,runs\ablations\label_efficiency_seed_replication\1.0\aug\seed_31\config.yaml,31,burgers1d,data/1d_burgers_n128.pt,True,128,2048,256,512,0.5,0.001,0.01,,0.8,64.0,True,23,fno1d,1,1,64,,,4,False,"[{'name': 'translation1d', 'max_shift': 0.25}, {'name': 'burgers1d_galilean', 'max_boost': 0.35, 'final_time': 0.5}]","[0.5, 0.5]",aug,150,32,0.001,0.0001,,1.0,,,10,4,1.0,,1.0,20,5,,False,auto,runs\ablations\label_efficiency_seed_replication\1.0\aug\seed_31,False,,1.0,,8.0,0.0,16.0,,,,,,,,,
runs\ablations\label_efficiency_seed_replication\1.0\aug\seed_47,0.002178741429816,2f7f5aec646c,burgers1d,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,False,cpu,2f7f5aec646c,False,,,,,,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.1452035546535626,0.08936835717652912,0.0019747803557195374,0.002457464084486105,0.004092608304878354,9.043472140999578e-05,1.3530296999997518,14.338860000043496,0.44808937500135926,20,5,aug,fno1d,16,512,0.0038475025321531575,0.0045643015241962175,0.00010085776747310125,287361,287361,0.0024437932079308666,0.003696226347271099,0.00016335166968473603,47,runs\ablations\label_efficiency_seed_replication\1.0\aug\seed_47\config.yaml,47,burgers1d,data/1d_burgers_n128.pt,True,128,2048,256,512,0.5,0.001,0.01,,0.8,64.0,True,23,fno1d,1,1,64,,,4,False,"[{'name': 'translation1d', 'max_shift': 0.25}, {'name': 'burgers1d_galilean', 'max_boost': 0.35, 'final_time': 0.5}]","[0.5, 0.5]",aug,150,32,0.001,0.0001,,1.0,,,10,4,1.0,,1.0,20,5,,False,auto,runs\ablations\label_efficiency_seed_replication\1.0\aug\seed_47,False,,1.0,,8.0,0.0,16.0,,,,,,,,,
runs\ablations\label_efficiency_seed_replication\1.0\aug_orbit\seed_23,0.00231489198631607,8a93966916e2,burgers1d,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,False,cpu,8a93966916e2,False,,,,,,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.14695673587266356,0.09069382054717753,0.002004069235019533,0.002267523037099206,0.0042141389143796875,9.312019385062476e-05,1.5843468000002758,21.24090499992235,0.6637782812475734,20,5,aug_orbit,fno1d,16,512,0.003932329827875947,0.005015458909050264,0.00011082703141724767,287361,287361,0.0028185868577566,0.004471690996359082,0.000197622689181021,23,runs\ablations\label_efficiency_seed_replication\1.0\aug_orbit\seed_23\config.yaml,23,burgers1d,data/1d_burgers_n128.pt,True,128,2048,256,512,0.5,0.001,0.01,,0.8,64.0,True,23,fno1d,1,1,64,,,4,False,"[{'name': 'translation1d', 'max_shift': 0.25}, {'name': 'burgers1d_galilean', 'max_boost': 0.35, 'final_time': 0.5}]","[0.5, 0.5]",aug_orbit,150,32,0.001,0.0001,0.5,1.0,,,10,4,1.0,,1.0,20,5,,False,auto,runs\ablations\label_efficiency_seed_replication\1.0\aug_orbit\seed_23,False,,1.0,0.5,8.0,0.0,16.0,,,,,,,,,
runs\ablations\label_efficiency_seed_replication\1.0\aug_orbit\seed_31,0.0024701322690816596,800c9480eadf,burgers1d,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,False,cpu,800c9480eadf,False,,,,,,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.1537883309647441,0.09058386197137716,0.002001639470813344,0.0025431357747658367,0.004179658048220141,9.235826715429348e-05,1.5374618000005285,14.024950000020908,0.4382796875006534,20,5,aug_orbit,fno1d,16,512,0.004001484860054916,0.005335165842034948,0.00011789162330180463,287361,287361,0.0027137083452544175,0.004767274430120476,0.00021068575483221388,31,runs\ablations\label_efficiency_seed_replication\1.0\aug_orbit\seed_31\config.yaml,31,burgers1d,data/1d_burgers_n128.pt,True,128,2048,256,512,0.5,0.001,0.01,,0.8,64.0,True,23,fno1d,1,1,64,,,4,False,"[{'name': 'translation1d', 'max_shift': 0.25}, {'name': 'burgers1d_galilean', 'max_boost': 0.35, 'final_time': 0.5}]","[0.5, 0.5]",aug_orbit,150,32,0.001,0.0001,0.5,1.0,,,10,4,1.0,,1.0,20,5,,False,auto,runs\ablations\label_efficiency_seed_replication\1.0\aug_orbit\seed_31,False,,1.0,0.5,8.0,0.0,16.0,,,,,,,,,
runs\ablations\label_efficiency_seed_replication\1.0\aug_orbit\seed_47,0.002243431765236892,11edbe2ecd73,burgers1d,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,False,cpu,11edbe2ecd73,False,,,,,,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.1452035546535626,0.08936835717652912,0.0019747803557195374,0.001959581483887529,0.0036351375836760212,8.032595112385611e-05,1.5063958999999159,16.40115499994863,0.5125360937483947,20,5,aug_orbit,fno1d,16,512,0.0035238811651652213,0.004508908125465986,9.963373472700385e-05,287361,287361,0.0026017746567958966,0.003992827100331715,0.00017645969492187342,47,runs\ablations\label_efficiency_seed_replication\1.0\aug_orbit\seed_47\config.yaml,47,burgers1d,data/1d_burgers_n128.pt,True,128,2048,256,512,0.5,0.001,0.01,,0.8,64.0,True,23,fno1d,1,1,64,,,4,False,"[{'name': 'translation1d', 'max_shift': 0.25}, {'name': 'burgers1d_galilean', 'max_boost': 0.35, 'final_time': 0.5}]","[0.5, 0.5]",aug_orbit,150,32,0.001,0.0001,0.5,1.0,,,10,4,1.0,,1.0,20,5,,False,auto,runs\ablations\label_efficiency_seed_replication\1.0\aug_orbit\seed_47,False,,1.0,0.5,8.0,0.0,16.0,,,,,,,,,
runs\final_1d\label_efficiency_expanded\0.01\aug\seed_23,0.0972409388050437,d98604f6a17b,burgers1d,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,False,cpu,d98604f6a17b,False,,,,1,1,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.14695673587266356,0.09069382054717753,0.002004069235019533,0.07012265748303825,0.09607520306781803,0.0021229821122852725,2.938767700048629,30.295250000199303,0.9467265625062282,20,5,aug,fno1d,16,512,0.1313075056532398,0.09049475632467852,0.001999670495593887,287361,287361,0.09997301502153277,0.08309901582033186,0.0036724923497803027,23,runs\final_1d\label_efficiency_expanded\0.01\aug\seed_23\config.yaml,23,burgers1d,data/1d_burgers_n128.pt,True,128,2048,256,512,0.5,0.001,0.01,,0.8,64.0,True,23,fno1d,1,1,64,,,4,False,"[{'name': 'translation1d', 'max_shift': 0.25}, {'name': 'burgers1d_galilean', 'max_boost': 0.35, 'final_time': 0.5}]","[0.5, 0.5]",aug,150,32,0.001,0.0001,,1.0,,,10,4,0.01,,1.0,20,5,25.0,False,auto,runs/final_1d/label_efficiency_expanded/0.01/aug/seed_23,False,True,0.01,,8.0,0.0,16.0,,,,,,,,,
runs\final_1d\label_efficiency_expanded\0.01\aug\seed_31,0.12641481962054968,77f91a10ba55,burgers1d,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,False,cpu,77f91a10ba55,False,,,,1,1,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.1537883309647441,0.09058386197137716,0.002001639470813344,0.12039935775722133,0.1431039871132528,0.0031621812407066677,1.9623777999659069,22.00612500018906,0.6876914062559081,20,5,aug,fno1d,16,512,0.19530297024175525,0.14822653366230448,0.003275374597012236,287361,287361,0.1368265775963664,0.15341500436502573,0.006780049370142092,31,runs\final_1d\label_efficiency_expanded\0.01\aug\seed_31\config.yaml,31,burgers1d,data/1d_burgers_n128.pt,True,128,2048,256,512,0.5,0.001,0.01,,0.8,64.0,True,23,fno1d,1,1,64,,,4,False,"[{'name': 'translation1d', 'max_shift': 0.25}, {'name': 'burgers1d_galilean', 'max_boost': 0.35, 'final_time': 0.5}]","[0.5, 0.5]",aug,150,32,0.001,0.0001,,1.0,,,10,4,0.01,,1.0,20,5,25.0,False,auto,runs/final_1d/label_efficiency_expanded/0.01/aug/seed_31,False,True,0.01,,8.0,0.0,16.0,,,,,,,,,
runs\final_1d\label_efficiency_expanded\0.01\aug\seed_47,0.13896739576011896,c7274c559223,burgers1d,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,False,cpu,c7274c559223,False,,,,1,1,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.1452035546535626,0.08936835717652912,0.0019747803557195374,0.0913746369413051,0.12243074234347615,0.0027053627542742175,2.3030657999916,26.6736449993914,0.8335514062309812,20,5,aug,fno1d,16,512,0.17769443441648036,0.11708277913568772,0.0025871883464691128,287361,287361,0.14480388397350907,0.12165286054629167,0.005376347665189015,47,runs\final_1d\label_efficiency_expanded\0.01\aug\seed_47\config.yaml,47,burgers1d,data/1d_burgers_n128.pt,True,128,2048,256,512,0.5,0.001,0.01,,0.8,64.0,True,23,fno1d,1,1,64,,,4,False,"[{'name': 'translation1d', 'max_shift': 0.25}, {'name': 'burgers1d_galilean', 'max_boost': 0.35, 'final_time': 0.5}]","[0.5, 0.5]",aug,150,32,0.001,0.0001,,1.0,,,10,4,0.01,,1.0,20,5,25.0,False,auto,runs/final_1d/label_efficiency_expanded/0.01/aug/seed_47,False,True,0.01,,8.0,0.0,16.0,,,,,,,,,
runs\final_1d\label_efficiency_expanded\0.01\aug_orbit\seed_23,0.09437144454568624,29eb2d52a812,burgers1d,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,False,cpu,29eb2d52a812,False,,,,1,1,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.14695673587266356,0.09069382054717753,0.002004069235019533,0.04587374497097296,0.06757795222536157,0.0014932758836641784,2.3638703000033274,25.524135000887327,0.797629218777729,20,5,aug_orbit,fno1d,16,512,0.10801479045767337,0.08065398308164458,0.0017822180739604987,287361,287361,0.09333535097539425,0.08401103594553316,0.0037127983257245808,23,runs\final_1d\label_efficiency_expanded\0.01\aug_orbit\seed_23\config.yaml,23,burgers1d,data/1d_burgers_n128.pt,True,128,2048,256,512,0.5,0.001,0.01,,0.8,64.0,True,23,fno1d,1,1,64,,,4,False,"[{'name': 'translation1d', 'max_shift': 0.25}, {'name': 'burgers1d_galilean', 'max_boost': 0.35, 'final_time': 0.5}]","[0.5, 0.5]",aug_orbit,150,32,0.001,0.0001,0.5,1.0,,,10,4,0.01,,1.0,20,5,25.0,False,auto,runs/final_1d/label_efficiency_expanded/0.01/aug_orbit/seed_23,False,True,0.01,0.5,8.0,0.0,16.0,,,,,,,,,
runs\final_1d\label_efficiency_expanded\0.01\aug_orbit\seed_31,0.11391377821564674,7be2964f6d84,burgers1d,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,False,cpu,7be2964f6d84,False,,,,1,1,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.1537883309647441,0.09058386197137716,0.002001639470813344,0.06506912284905475,0.09153910545554506,0.0020227475691051997,2.547979100025259,26.9787550001638,0.8430860937551188,20,5,aug_orbit,fno1d,16,512,0.146471508895047,0.11805294220123319,0.0026086261240473602,287361,287361,0.12487603584304452,0.11969733616470139,0.005289924880751633,31,runs\final_1d\label_efficiency_expanded\0.01\aug_orbit\seed_31\config.yaml,31,burgers1d,data/1d_burgers_n128.pt,True,128,2048,256,512,0.5,0.001,0.01,,0.8,64.0,True,23,fno1d,1,1,64,,,4,False,"[{'name': 'translation1d', 'max_shift': 0.25}, {'name': 'burgers1d_galilean', 'max_boost': 0.35, 'final_time': 0.5}]","[0.5, 0.5]",aug_orbit,150,32,0.001,0.0001,0.5,1.0,,,10,4,0.01,,1.0,20,5,25.0,False,auto,runs/final_1d/label_efficiency_expanded/0.01/aug_orbit/seed_31,False,True,0.01,0.5,8.0,0.0,16.0,,,,,,,,,
runs\final_1d\label_efficiency_expanded\0.01\aug_orbit\seed_47,0.10690566338598728,9928d22d6d0c,burgers1d,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,False,cpu,9928d22d6d0c,False,,,,1,1,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.1452035546535626,0.08936835717652912,0.0019747803557195374,0.052154209197911694,0.07911663041487653,0.0017482470584684077,2.4082476000185125,26.23689000029117,0.819902812509099,20,5,aug_orbit,fno1d,16,512,0.12746198882814497,0.09337125659978926,0.00206323277217563,287361,287361,0.11271583195775747,0.09432108799443806,0.004168442558110013,47,runs\final_1d\label_efficiency_expanded\0.01\aug_orbit\seed_47\config.yaml,47,burgers1d,data/1d_burgers_n128.pt,True,128,2048,256,512,0.5,0.001,0.01,,0.8,64.0,True,23,fno1d,1,1,64,,,4,False,"[{'name': 'translation1d', 'max_shift': 0.25}, {'name': 'burgers1d_galilean', 'max_boost': 0.35, 'final_time': 0.5}]","[0.5, 0.5]",aug_orbit,150,32,0.001,0.0001,0.5,1.0,,,10,4,0.01,,1.0,20,5,25.0,False,auto,runs/final_1d/label_efficiency_expanded/0.01/aug_orbit/seed_47,False,True,0.01,0.5,8.0,0.0,16.0,,,,,,,,,
runs\final_1d\label_efficiency_expanded\0.02\aug\seed_23,0.0657754885032773,dda1e05f4d71,burgers1d,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,False,cpu,dda1e05f4d71,False,,,,1,1,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.14695673587266356,0.09069382054717753,0.002004069235019533,0.04572687493254013,0.06817011967895514,0.0015063610593527403,2.5117151999729685,26.99803500145208,0.8436885937953775,20,5,aug,fno1d,16,512,0.0873839991982095,0.07351132461204231,0.0016243861289743956,287361,287361,0.0674393365625292,0.07147767945904175,0.003158896990560426,23,runs\final_1d\label_efficiency_expanded\0.02\aug\seed_23\config.yaml,23,burgers1d,data/1d_burgers_n128.pt,True,128,2048,256,512,0.5,0.001,0.01,,0.8,64.0,True,23,fno1d,1,1,64,,,4,False,"[{'name': 'translation1d', 'max_shift': 0.25}, {'name': 'burgers1d_galilean', 'max_boost': 0.35, 'final_time': 0.5}]","[0.5, 0.5]",aug,150,32,0.001,0.0001,,1.0,,,10,4,0.02,,1.0,20,5,25.0,False,auto,runs/final_1d/label_efficiency_expanded/0.02/aug/seed_23,False,True,0.02,,8.0,0.0,16.0,,,,,,,,,
runs\final_1d\label_efficiency_expanded\0.02\aug\seed_31,0.06423599971458316,26c634292149,burgers1d,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,False,cpu,26c634292149,False,,,,1,1,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.1537883309647441,0.09058386197137716,0.002001639470813344,0.05687654791679808,0.07255607878605103,0.0016032779789350651,2.950215000018943,32.506825000746176,1.015838281273318,20,5,aug,fno1d,16,512,0.09488921682350338,0.06642914282045252,0.0014678905423984884,287361,287361,0.06712487456388772,0.05415046454438001,0.0023931350427333006,31,runs\final_1d\label_efficiency_expanded\0.02\aug\seed_31\config.yaml,31,burgers1d,data/1d_burgers_n128.pt,True,128,2048,256,512,0.5,0.001,0.01,,0.8,64.0,True,23,fno1d,1,1,64,,,4,False,"[{'name': 'translation1d', 'max_shift': 0.25}, {'name': 'burgers1d_galilean', 'max_boost': 0.35, 'final_time': 0.5}]","[0.5, 0.5]",aug,150,32,0.001,0.0001,,1.0,,,10,4,0.02,,1.0,20,5,25.0,False,auto,runs/final_1d/label_efficiency_expanded/0.02/aug/seed_31,False,True,0.02,,8.0,0.0,16.0,,,,,,,,,
runs\final_1d\label_efficiency_expanded\0.02\aug\seed_47,0.06706557609140873,f1c17906517f,burgers1d,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,False,cpu,f1c17906517f,False,,,,1,1,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.1452035546535626,0.08936835717652912,0.0019747803557195374,0.051889085538720625,0.07491034922969052,0.001655300497542707,2.840196000004653,30.986865001614206,0.9683395313004439,20,5,aug,fno1d,16,512,0.09677977295359597,0.08077334944125591,0.0017848557227832088,287361,287361,0.07147317635826766,0.07525311225426226,0.0033257491237738326,47,runs\final_1d\label_efficiency_expanded\0.02\aug\seed_47\config.yaml,47,burgers1d,data/1d_burgers_n128.pt,True,128,2048,256,512,0.5,0.001,0.01,,0.8,64.0,True,23,fno1d,1,1,64,,,4,False,"[{'name': 'translation1d', 'max_shift': 0.25}, {'name': 'burgers1d_galilean', 'max_boost': 0.35, 'final_time': 0.5}]","[0.5, 0.5]",aug,150,32,0.001,0.0001,,1.0,,,10,4,0.02,,1.0,20,5,25.0,False,auto,runs/final_1d/label_efficiency_expanded/0.02/aug/seed_47,False,True,0.02,,8.0,0.0,16.0,,,,,,,,,
runs\final_1d\label_efficiency_expanded\0.02\aug_orbit\seed_23,0.06484332866966724,b477ff7e3663,burgers1d,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,False,cpu,b477ff7e3663,False,,,,1,1,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.14695673587266356,0.09069382054717753,0.002004069235019533,0.03555028841527186,0.05587860188384721,0.001234754322352867,2.421458499971777,26.531699998304248,0.8291156249470077,20,5,aug_orbit,fno1d,16,512,0.07718023046618327,0.06637294399976487,0.0014666487121733972,287361,287361,0.06463874503970146,0.06740121198087919,0.0029787408782419775,23,runs\final_1d\label_efficiency_expanded\0.02\aug_orbit\seed_23\config.yaml,23,burgers1d,data/1d_burgers_n128.pt,True,128,2048,256,512,0.5,0.001,0.01,,0.8,64.0,True,23,fno1d,1,1,64,,,4,False,"[{'name': 'translation1d', 'max_shift': 0.25}, {'name': 'burgers1d_galilean', 'max_boost': 0.35, 'final_time': 0.5}]","[0.5, 0.5]",aug_orbit,150,32,0.001,0.0001,0.5,1.0,,,10,4,0.02,,1.0,20,5,25.0,False,auto,runs/final_1d/label_efficiency_expanded/0.02/aug_orbit/seed_23,False,True,0.02,0.5,8.0,0.0,16.0,,,,,,,,,
runs\final_1d\label_efficiency_expanded\0.02\aug_orbit\seed_31,0.05524416686967015,cab8c976572b,burgers1d,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,False,cpu,cab8c976572b,False,,,,1,1,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.1537883309647441,0.09058386197137716,0.002001639470813344,0.041531829356911576,0.054984825593177716,0.0012150044699779873,2.672185300034471,27.497279999079183,0.8592899999712245,20,5,aug_orbit,fno1d,16,512,0.07801388477673754,0.057738219343266596,0.001275846450976878,287361,287361,0.05926206544972956,0.05214326923617072,0.0023044287043832625,31,runs\final_1d\label_efficiency_expanded\0.02\aug_orbit\seed_31\config.yaml,31,burgers1d,data/1d_burgers_n128.pt,True,128,2048,256,512,0.5,0.001,0.01,,0.8,64.0,True,23,fno1d,1,1,64,,,4,False,"[{'name': 'translation1d', 'max_shift': 0.25}, {'name': 'burgers1d_galilean', 'max_boost': 0.35, 'final_time': 0.5}]","[0.5, 0.5]",aug_orbit,150,32,0.001,0.0001,0.5,1.0,,,10,4,0.02,,1.0,20,5,25.0,False,auto,runs/final_1d/label_efficiency_expanded/0.02/aug_orbit/seed_31,False,True,0.02,0.5,8.0,0.0,16.0,,,,,,,,,
runs\final_1d\label_efficiency_expanded\0.02\aug_orbit\seed_47,0.05341486353427172,ee8a958b72a6,burgers1d,data\1d_burgers_n128.pt,1753fa2e5ca4fb474f93fc8cdef5732daea94b7d36d7537113b38f9e3d029758,False,cpu,ee8a958b72a6,False,,,,1,1,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.1452035546535626,0.08936835717652912,0.0019747803557195374,0.03245561617683368,0.05134051643839674,0.0011344758538503045,2.3501192000112496,29.292624999652617,0.9153945312391443,20,5,aug_orbit,fno1d,16,512,0.07112806924851611,0.06372721684984262,0.0014081858493959164,287361,287361,0.057945811888203025,0.06125524486312836,0.0027071249391225306,47,runs\final_1d\label_efficiency_expanded\0.02\aug_orbit\seed_47\config.yaml,47,burgers1d,data/1d_burgers_n128.pt,True,128,2048,256,512,0.5,0.001,0.01,,0.8,64.0,True,23,fno1d,1,1,64,,,4,False,"[{'name': 'translation1d', 'max_shift': 0.25}, {'name': 'burgers1d_galilean', 'max_boost': 0.35, 'final_time': 0.5}]","[0.5, 0.5]",aug_orbit,150,32,0.001,0.0001,0.5,1.0,,,10,4,0.02,,1.0,20,5,25.0,False,auto,runs/final_1d/label_efficiency_expanded/0.02/aug_orbit/seed_47,False,True,0.02,0.5,8.0,0.0,16.0,,,,,,,,,
