data_fraction,method,steps_per_epoch,lambda_orbit,model_name,dataset_kind,relative_l2_mean,relative_l2_std,relative_l2_count,orbit_ood_relative_l2_mean,orbit_ood_relative_l2_std,orbit_ood_relative_l2_count,equivariance_defect_relative_mean,equivariance_defect_relative_std,equivariance_defect_relative_count,latency_ms_per_sample_mean,latency_ms_per_sample_std,latency_ms_per_sample_count,latency_ms_per_batch_mean,latency_ms_per_batch_std,latency_ms_per_batch_count
0.01,aug,4,0.05,fno2d,navier_stokes_vorticity2d,0.11226896429434419,0.005565277692490972,3,0.11215102540639539,0.005622339011256253,3,0.017006286952283272,0.003222709213904839,3,27.246973437528748,1.3109590166311647,3,435.95157500045997,20.975344266098634,3
0.01,aug_orbit,4,0.05,fno2d,navier_stokes_vorticity2d,0.10703506087884307,0.013709987391513427,3,0.10690819565206766,0.013776338211902741,3,0.016045590951694777,0.0022604140705720817,3,26.80602406253456,0.8226203450783948,3,428.896385000553,13.161925521254316,3
0.02,aug,4,0.05,fno2d,navier_stokes_vorticity2d,0.08996181283146143,0.01488152839175025,3,0.09001993054213624,0.014854517137294996,3,0.014611263470587943,0.0013983376286820553,3,28.066699062522577,2.3394797855074776,3,449.06718500036123,37.43167656811964,3
0.02,aug_orbit,4,0.05,fno2d,navier_stokes_vorticity2d,0.08885826589539647,0.011603929466357245,3,0.08889318870690961,0.011521151544538186,3,0.01456121142510606,0.0015575179579568237,3,29.66040583335901,0.66732182411596,3,474.5664933337442,10.67714918585536,3
