method,data_fraction,steps_per_epoch,relative_l2_mean,relative_l2_std,relative_l2_count,orbit_ood_relative_l2_mean,orbit_ood_relative_l2_std,orbit_ood_relative_l2_count,equivariance_defect_relative_mean,equivariance_defect_relative_std,equivariance_defect_relative_count,epsilon_mean_mean,epsilon_mean_std,epsilon_mean_count,latency_ms_per_sample_mean,latency_ms_per_sample_std,latency_ms_per_sample_count,latency_ms_per_batch_mean,latency_ms_per_batch_std,latency_ms_per_batch_count,parameters_mean,parameters_std,parameters_count
aug,0.01,6,0.7340505744020144,0.0847973446035286,3,0.7420703964307904,0.0837760538466776,3,0.5079775375003616,0.0456141092702584,3,0.1911283772593985,0.002469983482545421,3,12.757107812505334,0.12343015932380587,3,204.11372500008534,1.974882549180894,3,2668609.0,0.0,3
aug,0.02,6,0.5008777312934398,0.05901367076480936,5,0.5276326760649681,0.052453832084405086,5,0.38155395807698367,0.03223247224996371,5,0.19173924932256342,0.0025587961607269577,5,18.75639699999283,7.341721610499359,5,300.1023519998853,117.46754576798975,5,2668609.0,0.0,5
aug,0.05,6,0.2950280687461297,0.006051064073136299,3,0.32370066658283275,0.001281436329867198,3,0.24271229716638723,0.0013794272410441516,3,0.1911283772593985,0.002469983482545421,3,11.455302083330329,0.49543130850320694,3,183.28483333328526,7.926900936051311,3,2668609.0,0.0,3
aug_orbit,0.01,4,0.6285169658561548,0.05099950933982494,3,0.6405674346412221,0.0507678489022665,3,0.3999470436635117,0.019681537412957098,3,0.1911283772593985,0.002469983482545421,3,16.983789375020326,1.959165931380616,3,271.7406300003252,31.346654902089856,3,2668609.0,0.0,3
aug_orbit,0.02,4,0.3676406528800726,0.03603633814174233,5,0.39498347137123346,0.03342833447493701,5,0.26766052255406975,0.017448369945996953,5,0.19173924932256342,0.0025587961607269577,5,16.872247750006863,3.1850115275901616,5,269.9559640001098,50.960184441442586,5,2668609.0,0.0,5
aug_orbit,0.05,4,0.22598375969876847,0.01194772976283923,3,0.25145430366198224,0.011218701216756824,3,0.16210127082498124,0.007783508827152851,3,0.1911283772593985,0.002469983482545421,3,12.54020250001607,0.6760619353308663,3,200.64324000025712,10.816990965293861,3,2668609.0,0.0,3
