checkpoint,run_dir,method,seed,severity,severity_scale,max_shift,max_boost,epsilon_mean,epsilon_mean_std,epsilon_mean_stderr,equivariance_defect_relative,equivariance_defect_relative_std,equivariance_defect_relative_stderr,eval_seconds,num_batches,num_samples,orbit_ood_relative_l2,orbit_ood_relative_l2_std,orbit_ood_relative_l2_stderr,relative_l2,relative_l2_std,relative_l2_stderr
runs\ablations\2d_galilean_n64_paper_ladder\fraction_0.02\aug_orbit_lambda_0.05_steps_4\seed_31\checkpoints\best.pt,runs\ablations\2d_galilean_n64_label_efficiency_2pct_ood_severity\fraction_0.02\boost_0.35\aug_orbit_steps_4\seed_31,aug_orbit_steps_4,31,boost_0.35,1.4,,0.35,0.26782919582910836,0.09973995662011276,0.0031168736443785237,0.41825935896486044,0.19277468448819857,0.006024208890256205,16.85081540000101,16,256,0.49773410242050886,0.15720564571623244,0.004912676428632264,0.4431467857211828,0.09173351097213325,0.005733344435758328
runs\ablations\2d_galilean_n64_paper_ladder\fraction_0.02\aug_orbit_lambda_0.05_steps_4\seed_47\checkpoints\best.pt,runs\ablations\2d_galilean_n64_label_efficiency_2pct_ood_severity\fraction_0.02\boost_0.35\aug_orbit_steps_4\seed_47,aug_orbit_steps_4,47,boost_0.35,1.4,,0.35,0.26706468244083226,0.10091671930522797,0.003153647478288374,0.41433713072910905,0.19747399622982706,0.006171062382182096,17.705284499999834,16,256,0.5018753283657134,0.1660585335484572,0.005189329173389288,0.44410983473062515,0.08789472735049333,0.005493420459405833
runs\ablations\2d_galilean_n64_paper_ladder\fraction_0.02\aug_orbit_lambda_0.05_steps_4\seed_59\checkpoints\best.pt,runs\ablations\2d_galilean_n64_label_efficiency_2pct_ood_severity\fraction_0.02\boost_0.35\aug_orbit_steps_4\seed_59,aug_orbit_steps_4,59,boost_0.35,1.4,,0.35,0.2630163317080587,0.09896007962304945,0.0030925024882202954,0.3706270372495055,0.22854532741909825,0.00714204148184682,21.97538329999952,16,256,0.43419618997722864,0.21122254446387623,0.006600704514496132,0.35551958344876766,0.10535435227507495,0.006584647017192184
runs\ablations\2d_galilean_n64_paper_ladder\fraction_0.02\aug_orbit_lambda_0.05_steps_4\seed_71\checkpoints\best.pt,runs\ablations\2d_galilean_n64_label_efficiency_2pct_ood_severity\fraction_0.02\boost_0.35\aug_orbit_steps_4\seed_71,aug_orbit_steps_4,71,boost_0.35,1.4,,0.35,0.2626053432468325,0.1016533802676631,0.003176668133364472,0.4262944161891937,0.19677806844962267,0.0061493146390507085,26.859880300005898,16,256,0.5149417505599558,0.1585893876498659,0.00495591836405831,0.4692544639110565,0.08914675465660651,0.005571672166037907
runs\ablations\2d_galilean_n64_label_efficiency_compute_matched\fraction_0.02\aug_steps_6\seed_23\checkpoints\best.pt,runs\ablations\2d_galilean_n64_label_efficiency_2pct_ood_severity\fraction_0.02\boost_0.35\aug_steps_6\seed_23,aug_steps_6,23,boost_0.35,1.4,,0.35,0.27138158469460905,0.10066149129388946,0.0031456716029340456,0.45288332272320986,0.18656784049309053,0.005830245015409079,15.685487700000522,16,256,0.5244967336766422,0.14696466563893987,0.004592645801216871,0.47503660432994366,0.09049889438112348,0.005656180898820217
runs\ablations\2d_galilean_n64_label_efficiency_compute_matched\fraction_0.02\aug_steps_6\seed_31\checkpoints\best.pt,runs\ablations\2d_galilean_n64_label_efficiency_2pct_ood_severity\fraction_0.02\boost_0.35\aug_steps_6\seed_31,aug_steps_6,31,boost_0.35,1.4,,0.35,0.26782919582910836,0.09973995662011276,0.0031168736443785237,0.5053292587399483,0.20717871540041816,0.006474334856263067,16.484960699999647,16,256,0.596876441501081,0.15326690123609002,0.004789590663627813,0.5449895411729813,0.09357927292090563,0.005848704557556602
runs\ablations\2d_galilean_n64_label_efficiency_compute_matched\fraction_0.02\aug_steps_6\seed_47\checkpoints\best.pt,runs\ablations\2d_galilean_n64_label_efficiency_2pct_ood_severity\fraction_0.02\boost_0.35\aug_steps_6\seed_47,aug_steps_6,47,boost_0.35,1.4,,0.35,0.26706468244083226,0.10091671930522797,0.003153647478288374,0.49605096271261573,0.1987800890215549,0.00621187778192359,15.540780100003758,16,256,0.5880893496796489,0.15923122019134248,0.004975975630979452,0.5343834832310677,0.093936737826763,0.005871046114172687
runs\ablations\2d_galilean_n64_label_efficiency_compute_matched\fraction_0.02\aug_steps_6\seed_59\checkpoints\best.pt,runs\ablations\2d_galilean_n64_label_efficiency_2pct_ood_severity\fraction_0.02\boost_0.35\aug_steps_6\seed_59,aug_steps_6,59,boost_0.35,1.4,,0.35,0.2630163317080587,0.09896007962304945,0.0030925024882202954,0.42801109282299876,0.2309031134478081,0.007215722295244003,34.09873040000093,16,256,0.4870462054386735,0.212247542763705,0.006632735711365781,0.40845455043017864,0.11186895923746494,0.006991809952341559
runs\ablations\2d_galilean_n64_label_efficiency_compute_matched\fraction_0.02\aug_steps_6\seed_71\checkpoints\best.pt,runs\ablations\2d_galilean_n64_label_efficiency_2pct_ood_severity\fraction_0.02\boost_0.35\aug_steps_6\seed_71,aug_steps_6,71,boost_0.35,1.4,,0.35,0.2626053432468325,0.1016533802676631,0.003176668133364472,0.5035683275200427,0.20329878286535044,0.006353086964542201,27.137498800002504,16,256,0.580867157317698,0.149650391257335,0.004676574726791719,0.5415244773030281,0.08886142370932967,0.005553838981833105
runs\ablations\2d_galilean_n64_paper_ladder\fraction_0.02\aug_orbit_lambda_0.05_steps_4\seed_23\checkpoints\best.pt,runs\ablations\2d_galilean_n64_label_efficiency_2pct_ood_severity\fraction_0.02\boost_0.50\aug_orbit_steps_4\seed_23,aug_orbit_steps_4,23,boost_0.50,2.0,,0.5,0.38768798718228936,0.14380211705701312,0.00449381615803166,0.488995922729373,0.24812065721797452,0.007753770538061704,17.439975499997672,16,256,0.5196108017116785,0.2196990352219431,0.0068655948506857216,0.4079300407320261,0.08235839029970274,0.005147399393731421
runs\ablations\2d_galilean_n64_paper_ladder\fraction_0.02\aug_orbit_lambda_0.05_steps_4\seed_31\checkpoints\best.pt,runs\ablations\2d_galilean_n64_label_efficiency_2pct_ood_severity\fraction_0.02\boost_0.50\aug_orbit_steps_4\seed_31,aug_orbit_steps_4,31,boost_0.50,2.0,,0.5,0.3826131522655487,0.14248563416897078,0.004452676067780337,0.5345271532423794,0.2602674608974398,0.008133358153044994,17.440176399999473,16,256,0.5620755571871996,0.23039255067266895,0.007199767208520905,0.4431467857211828,0.09173351097213325,0.005733344435758328
runs\ablations\2d_galilean_n64_paper_ladder\fraction_0.02\aug_orbit_lambda_0.05_steps_4\seed_47\checkpoints\best.pt,runs\ablations\2d_galilean_n64_label_efficiency_2pct_ood_severity\fraction_0.02\boost_0.50\aug_orbit_steps_4\seed_47,aug_orbit_steps_4,47,boost_0.50,2.0,,0.5,0.3815209795720875,0.14416674561734744,0.004505210800542107,0.5286206216551363,0.26806561610542723,0.008377050503294601,15.51916109999729,16,256,0.5643974528647959,0.24027452892246115,0.007508579028826911,0.44410983473062515,0.08789472735049333,0.005493420459405833
runs\ablations\2d_galilean_n64_paper_ladder\fraction_0.02\aug_orbit_lambda_0.05_steps_4\seed_59\checkpoints\best.pt,runs\ablations\2d_galilean_n64_label_efficiency_2pct_ood_severity\fraction_0.02\boost_0.50\aug_orbit_steps_4\seed_59,aug_orbit_steps_4,59,boost_0.50,2.0,,0.5,0.37573762563988566,0.14137153739852967,0.004417860543704052,0.4918988863937557,0.3096081667340971,0.009675255210440534,22.2952035000053,16,256,0.512127089779824,0.28942789040763284,0.009044621575238526,0.35551958344876766,0.10535435227507495,0.006584647017192184
runs\ablations\2d_galilean_n64_paper_ladder\fraction_0.02\aug_orbit_lambda_0.05_steps_4\seed_71\checkpoints\best.pt,runs\ablations\2d_galilean_n64_label_efficiency_2pct_ood_severity\fraction_0.02\boost_0.50\aug_orbit_steps_4\seed_71,aug_orbit_steps_4,71,boost_0.50,2.0,,0.5,0.3751505007967353,0.14521910938926177,0.0045380971684144305,0.5364495199173689,0.25927388599639245,0.008102308937387264,22.448378400004003,16,256,0.5664770100265741,0.22428121030266707,0.007008787821958346,0.4692544639110565,0.08914675465660651,0.005571672166037907
runs\ablations\2d_galilean_n64_label_efficiency_compute_matched\fraction_0.02\aug_steps_6\seed_23\checkpoints\best.pt,runs\ablations\2d_galilean_n64_label_efficiency_2pct_ood_severity\fraction_0.02\boost_0.50\aug_steps_6\seed_23,aug_steps_6,23,boost_0.50,2.0,,0.5,0.38768798718228936,0.14380211705701312,0.00449381615803166,0.5706425551325083,0.25401841652410223,0.007938075516378195,16.94202360000054,16,256,0.5874029514379799,0.217005779250019,0.006781430601563093,0.47503660432994366,0.09049889438112348,0.005656180898820217
