seed,baseline_trajectory_nmse,loco_trajectory_nmse,loco_minus_baseline
23,0.11489646911621093,0.11533856391906738,0.000442094802856452
31,0.1245376467704773,0.1224915012717247,-0.002046145498752594
47,0.12158741056919098,0.121001236140728,-0.0005861744284629822
59,0.12007436901330948,0.11986158788204193,-0.0002127811312675476
71,0.12132807075977325,0.12099338322877884,-0.0003346875309944153
