run_dir,method,seed,force_mae,orbit_ood_force_mae,equivariance_defect_relative,relative_l2,orbit_ood_relative_l2,latency_ms_per_sample,train_wall_seconds,dataset_sha256,config_hash
runs\appendix\rmd17_ethanol\labels_1000\aug\seed_23,aug,23,18.52043182373047,18.683132461547853,0.4535070289373398,0.9215119485855102,0.9262346167564393,0.014027062497916631,51.86015999998199,bd08a9e55118aeb076d690468a0942492af2239df0e3c25ecfdc208ec0517f19,d287e87524a8
runs\appendix\rmd17_ethanol\labels_1000\aug\seed_31,aug,31,18.444499710083008,18.590694931030274,0.4494687434434891,0.9174512920379638,0.9211712617874146,0.015679812495363876,49.699394700000994,bd08a9e55118aeb076d690468a0942492af2239df0e3c25ecfdc208ec0517f19,d963c302498e
runs\appendix\rmd17_ethanol\labels_1000\aug\seed_47,aug,47,18.504823654174803,18.64242134475708,0.4637903937101364,0.9207353825569153,0.9243817538022995,0.01701337499980582,52.08967259997735,bd08a9e55118aeb076d690468a0942492af2239df0e3c25ecfdc208ec0517f19,f44446a14101
runs\appendix\rmd17_ethanol\labels_1000\aug_orbit_lambda_0.01\seed_23,aug_orbit,23,18.42410073852539,18.48811027908325,0.09691525955498219,0.9162992606163025,0.9168697673082352,0.011739687506633345,73.16332599997986,bd08a9e55118aeb076d690468a0942492af2239df0e3c25ecfdc208ec0517f19,45372dcba7a9
runs\appendix\rmd17_ethanol\labels_1000\aug_orbit_lambda_0.01\seed_31,aug_orbit,31,18.39829820251465,18.471242553710937,0.09608948402106762,0.9151960887908935,0.9157378466129303,0.01205775002745213,69.15107120003086,bd08a9e55118aeb076d690468a0942492af2239df0e3c25ecfdc208ec0517f19,a17a597ea2c3
runs\appendix\rmd17_ethanol\labels_1000\aug_orbit_lambda_0.01\seed_47,aug_orbit,47,18.420560470581055,18.480994556427003,0.10203653295338154,0.9163123736381531,0.9168492373228073,0.008027875010157004,55.95346429996425,bd08a9e55118aeb076d690468a0942492af2239df0e3c25ecfdc208ec0517f19,efa89914f7f9
