run_dir,best_val_relative_l2,config_hash,dataset_kind,dataset_path,dataset_sha256,deterministic,device,environment.config_hash,environment.cuda_available,environment.cuda_version,environment.cudnn_version,environment.git_commit,environment.mkl_num_threads,environment.omp_num_threads,environment.platform,environment.python,environment.torch,epsilon_mean,epsilon_mean_std,epsilon_mean_stderr,equivariance_defect_relative,equivariance_defect_relative_std,equivariance_defect_relative_stderr,eval_seconds,latency_ms_per_batch,latency_ms_per_sample,latency_repeats,latency_warmup,method,model_name,num_batches,num_samples,orbit_ood_relative_l2,orbit_ood_relative_l2_std,orbit_ood_relative_l2_stderr,parameters,parameters_total,relative_l2,relative_l2_std,relative_l2_stderr,seed,config_path,config.seed,config.dataset.kind,config.dataset.path,config.dataset.generate_if_missing,config.dataset.n,config.dataset.num_train,config.dataset.num_val,config.dataset.num_test,config.dataset.final_time,config.dataset.dt,config.dataset.viscosity,config.dataset.smoothness,config.dataset.amplitude,config.dataset.solver_batch_size,config.dataset.dealias,config.dataset.seed,config.model.name,config.model.in_channels,config.model.out_channels,config.model.width,config.model.modes1,config.model.modes2,config.model.depth,config.model.add_grid,config.symmetry.transforms,config.symmetry.probabilities,config.training.method,config.training.epochs,config.training.batch_size,config.training.lr,config.training.weight_decay,config.training.lambda_orbit,config.training.lambda_aug,config.training.normalize_by_epsilon,config.training.orbit_eta,config.training.eval_every,config.training.eval_orbit_samples,config.training.data_fraction,config.training.num_workers,config.training.grad_clip,config.training.latency_repeats,config.training.latency_warmup,config.runtime.deterministic,config.runtime.device,config.runtime.run_dir,config.runtime.overwrite,data_fraction,lambda_orbit
runs\pilot_2d_one_seed_30ep\aug,0.0064859408885240555,123ae160ca1e,navier_stokes_vorticity2d,data\2d_ns_vorticity_n64.pt,defade883926ad6ba6ef469bf1e6ba69b3f7d57e743e4f53c83a05acb88a8f7e,False,cpu,123ae160ca1e,False,,,,,,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.36938732606358826,0.33956640234179225,0.010611450073181008,0.0014980635003087883,0.0030706106157308163,9.595658174158801e-05,14.055722700009937,176.85578999953577,11.053486874970986,20,5,aug,fno2d,16,256,0.006536000619234983,0.0012311257796710836,3.847268061472136e-05,2668513,2668513,0.006526550889248028,0.0012387993434872118,7.742495896795074e-05,31,runs\pilot_2d_one_seed_30ep\aug\config.yaml,31,navier_stokes_vorticity2d,data/2d_ns_vorticity_n64.pt,True,64,1024,128,256,0.5,0.001,0.001,8.0,1.0,8,True,31,fno2d,1,1,48,12,12,4,False,"[{'name': 'translation2d', 'max_shift': 0.25, 'length': 1.0}, {'name': 'd4_vorticity2d'}]","[0.75, 0.25]",aug,30,16,0.001,0.0001,0.05,1.0,True,1e-06,10,4,1.0,0,1.0,20,5,False,auto,runs\pilot_2d_one_seed_30ep\aug,False,1.0,0.05
runs\pilot_2d_one_seed_30ep\aug_orbit,0.006488039274699986,6e178e6b2f16,navier_stokes_vorticity2d,data\2d_ns_vorticity_n64.pt,defade883926ad6ba6ef469bf1e6ba69b3f7d57e743e4f53c83a05acb88a8f7e,False,cpu,6e178e6b2f16,False,,,,,,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.36938732606358826,0.33956640234179225,0.010611450073181008,0.0015089033462913903,0.0030938380071624744,9.668243772382733e-05,14.440889100005734,169.91813499989803,10.619883437493627,20,5,aug_orbit,fno2d,16,256,0.006582036738109309,0.0012550433372962519,3.922010429050787e-05,2668513,2668513,0.006576793472049758,0.0012607369026273816,7.879605641421135e-05,31,runs\pilot_2d_one_seed_30ep\aug_orbit\config.yaml,31,navier_stokes_vorticity2d,data/2d_ns_vorticity_n64.pt,True,64,1024,128,256,0.5,0.001,0.001,8.0,1.0,8,True,31,fno2d,1,1,48,12,12,4,False,"[{'name': 'translation2d', 'max_shift': 0.25, 'length': 1.0}, {'name': 'd4_vorticity2d'}]","[0.75, 0.25]",aug_orbit,30,16,0.001,0.0001,0.05,1.0,True,1e-06,10,4,1.0,0,1.0,20,5,False,auto,runs\pilot_2d_one_seed_30ep\aug_orbit,False,1.0,0.05
runs\pilot_2d_one_seed_30ep\baseline,0.00703875592444092,7b45bbae14df,navier_stokes_vorticity2d,data\2d_ns_vorticity_n64.pt,defade883926ad6ba6ef469bf1e6ba69b3f7d57e743e4f53c83a05acb88a8f7e,False,cpu,7b45bbae14df,False,,,,,,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.36938732606358826,0.33956640234179225,0.010611450073181008,0.0016338767318586633,0.0033495082660090947,0.00010467213331278421,14.657236900005955,170.17684999955236,10.636053124972022,20,5,baseline,fno2d,16,256,0.007107044402800966,0.0013551495804867092,4.234842439020966e-05,2668513,2668513,0.007098150410456583,0.0013670202290158222,8.543876431348889e-05,31,runs\pilot_2d_one_seed_30ep\baseline\config.yaml,31,navier_stokes_vorticity2d,data/2d_ns_vorticity_n64.pt,True,64,1024,128,256,0.5,0.001,0.001,8.0,1.0,8,True,31,fno2d,1,1,48,12,12,4,False,"[{'name': 'translation2d', 'max_shift': 0.25, 'length': 1.0}, {'name': 'd4_vorticity2d'}]","[0.75, 0.25]",baseline,30,16,0.001,0.0001,0.05,1.0,True,1e-06,10,4,1.0,0,1.0,20,5,False,auto,runs\pilot_2d_one_seed_30ep\baseline,False,1.0,0.05
runs\pilot_2d_one_seed_30ep\orbit,0.006953005969990045,e6a11b5cbd0e,navier_stokes_vorticity2d,data\2d_ns_vorticity_n64.pt,defade883926ad6ba6ef469bf1e6ba69b3f7d57e743e4f53c83a05acb88a8f7e,False,cpu,e6a11b5cbd0e,False,,,,,,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.36938732606358826,0.33956640234179225,0.010611450073181008,0.0016160911765634722,0.0033141862711412702,0.0001035683209731647,14.44549040000129,168.54510999983177,10.534069374989485,20,5,orbit,fno2d,16,256,0.007023184967692941,0.0013449714343302874,4.203035732282148e-05,2668513,2668513,0.0070161679468583316,0.001357877592571126,8.486734953569538e-05,31,runs\pilot_2d_one_seed_30ep\orbit\config.yaml,31,navier_stokes_vorticity2d,data/2d_ns_vorticity_n64.pt,True,64,1024,128,256,0.5,0.001,0.001,8.0,1.0,8,True,31,fno2d,1,1,48,12,12,4,False,"[{'name': 'translation2d', 'max_shift': 0.25, 'length': 1.0}, {'name': 'd4_vorticity2d'}]","[0.75, 0.25]",orbit,30,16,0.001,0.0001,0.05,1.0,True,1e-06,10,4,1.0,0,1.0,20,5,False,auto,runs\pilot_2d_one_seed_30ep\orbit,False,1.0,0.05
