max_boost,aug_direct_ood,loco_direct_ood,aug_observable_canonical_ood,loco_observable_canonical_ood,loco_direct_reduction_vs_aug_pct,loco_observable_reduction_vs_aug_observable_pct,aug_observable_gain_vs_aug_direct_pct,loco_observable_gain_vs_loco_direct_pct,aug_observable_latency_overhead_pct,loco_observable_latency_overhead_pct,seeds
0.1,0.5036372292786837,0.370523963868618,0.4658411584794521,0.3252930369228125,26.430386331985897,30.17082518328812,7.504622097410004,12.207287883232224,-3.076176582201644,3.4043937113079314,5
0.2,0.5151160672307015,0.382894929498434,0.4658411614596843,0.3252930421382188,25.668222395604385,30.170824510454747,9.565786995525565,15.043784318499519,-6.456706835324455,6.887015807095352,5
0.25,0.5246353887021542,0.3933713782578706,0.4658411622047424,0.3252930464223027,25.02004502002909,30.170823702493514,11.206683301112655,17.306376518054606,-5.908279881430998,0.5676798260804863,5
0.35,0.551810834184289,0.4234087839722633,0.4658411629498005,0.3252930367365479,23.269215147222557,30.170825893373916,15.579554787388807,23.172818077893904,2.6723654518830364,11.078714086314225,5
0.5,0.6127037268131972,0.4903031628578901,0.4658411651849746,0.3252930380403995,19.977120849572522,30.170825948532638,23.96958843258325,33.65471351554738,2.8072330942605044,3.756665231012056,5
