method,method_label,seed_count,force_mae_mean,force_mae_std,orbit_ood_force_mae_mean,orbit_ood_force_mae_std,equivariance_defect_relative_mean,equivariance_defect_relative_std,relative_l2_mean,relative_l2_std,orbit_ood_relative_l2_mean,orbit_ood_relative_l2_std,latency_ms_per_sample_mean,latency_ms_per_sample_std,train_wall_seconds_mean,train_wall_seconds_std
aug,MLP + aug.,5,19.913501904296872,0.08954260621409893,20.053501166534424,0.08124697789957688,0.7372277514696122,0.013938384535007514,0.9817497663497925,0.004554899958746554,0.9848169476985932,0.004536636212539068,0.013613199997053016,0.0014063023523910945,40.83904963998357,0.6302509116253822
aug_orbit,MLP + aug. + LOCO,5,19.36857130126953,0.13891573443834504,19.469848751068117,0.1341939116123105,0.26075750051736835,0.004399379696949627,0.9517556034088134,0.007052357637825163,0.9540638391017913,0.006754645088641093,0.011971050007559825,0.0011258268876794993,31.67806889999192,1.1676773241628942
