data_fraction,method,orbit_control,steps_per_epoch,lambda_orbit,relative_l2_mean,relative_l2_std,relative_l2_count,orbit_ood_relative_l2_mean,orbit_ood_relative_l2_std,orbit_ood_relative_l2_count,oracle_canonical_ood_relative_l2_mean,oracle_canonical_ood_relative_l2_std,oracle_canonical_ood_relative_l2_count,equivariance_defect_relative_mean,equivariance_defect_relative_std,equivariance_defect_relative_count,epsilon_mean_mean,epsilon_mean_std,epsilon_mean_count,latency_ms_per_sample_mean,latency_ms_per_sample_std,latency_ms_per_sample_count,latency_ms_per_batch_mean,latency_ms_per_batch_std,latency_ms_per_batch_count,parameters_mean,parameters_std,parameters_count
0.02,aug_orbit_shuffled,shuffle_output,4,0.1,0.9654339340825876,0.0033564016372682358,3,0.9676554258912802,0.0036135112741764257,3,0.9654339347034693,0.0033564010162010923,3,0.5631307765531043,0.03178805973006092,3,0.1911283772593985,0.002469983482545421,3,13.138951354145926,0.05342299303594598,3,210.2232216663348,0.8547678885751356,3,2668609.0,0.0,3
