method,method_label,seed_count,force_mae_mean,force_mae_std,orbit_ood_force_mae_mean,orbit_ood_force_mae_std,equivariance_defect_relative_mean,equivariance_defect_relative_std,relative_l2_mean,relative_l2_std,orbit_ood_relative_l2_mean,orbit_ood_relative_l2_std,latency_ms_per_sample_mean,latency_ms_per_sample_std,train_wall_seconds_mean,train_wall_seconds_std
aug,MLP + aug.,5,19.913501904296872,0.08954260621409893,20.053501166534424,0.08124697789957688,0.7372277514696122,0.013938384535007514,0.9817497663497925,0.004554899958746554,0.9848169476985932,0.004536636212539068,0.013613199997053016,0.0014063023523910945,40.83904963998357,0.6302509116253822
aug_orbit,MLP + aug. + LOCO,5,19.427205493164063,0.1316023607498788,19.52515234451294,0.1273694773094373,0.23826875156760216,0.003873782922994443,0.9546485258102416,0.00681267709237278,0.9568340791702271,0.006502745123964097,0.013073387490294408,0.0015789311104051653,36.21292453998467,1.0468094108295676
