checkpoint,run_dir,method,seed,severity,severity_scale,max_shift,max_boost,paper_table,epsilon_mean,epsilon_mean_std,epsilon_mean_stderr,equivariance_defect_relative,equivariance_defect_relative_std,equivariance_defect_relative_stderr,eval_seconds,num_batches,num_samples,orbit_ood_relative_l2,orbit_ood_relative_l2_std,orbit_ood_relative_l2_stderr,relative_l2,relative_l2_std,relative_l2_stderr
runs/ablations/2d_galilean_n64_2pct_lambda_robustness/fraction_0.02/aug_orbit_lambda_0.1_steps_4/seed_23/checkpoints/best.pt,runs/ablations/2d_galilean_n64_2pct_lambda_0p1_ood_severity/fraction_0.02/boost_0.25/aug_orbit_lambda_0.1_steps_4/seed_23,aug_orbit_lambda_0.1_steps_4,23,train_radius,1.0,,0.25,ood_severity,0.19384399359114468,0.07190105852850656,0.00224690807901583,0.2500362806022167,0.11778406062126293,0.0036807518944144664,17.47692709999683,16,256,0.37113746954128146,0.10619757007649679,0.0033186740648905246,0.35174218751490116,0.077843177434051,0.004865198589628188
runs/ablations/2d_galilean_n64_2pct_lambda_robustness/fraction_0.02/aug_orbit_lambda_0.1_steps_4/seed_31/checkpoints/best.pt,runs/ablations/2d_galilean_n64_2pct_lambda_0p1_ood_severity/fraction_0.02/boost_0.25/aug_orbit_lambda_0.1_steps_4/seed_31,aug_orbit_lambda_0.1_steps_4,31,train_radius,1.0,,0.25,ood_severity,0.19130657613277435,0.07124281708448539,0.0022263380338901685,0.2640515533275902,0.1304540176117598,0.004076688050367493,18.17045620000863,16,256,0.39796749595552683,0.11283288754820338,0.0035260277358813556,0.37398373521864414,0.0797110701849171,0.004981941886557319
runs/ablations/2d_galilean_n64_2pct_lambda_robustness/fraction_0.02/aug_orbit_lambda_0.1_steps_4/seed_47/checkpoints/best.pt,runs/ablations/2d_galilean_n64_2pct_lambda_0p1_ood_severity/fraction_0.02/boost_0.25/aug_orbit_lambda_0.1_steps_4/seed_47,aug_orbit_lambda_0.1_steps_4,47,train_radius,1.0,,0.25,ood_severity,0.19076048978604376,0.07208337280867372,0.0022526054002710537,0.27253363747149706,0.1398933977864775,0.004371668680827422,17.65037790000497,16,256,0.4056654120795429,0.12561124392585768,0.0039253513726830525,0.37636843882501125,0.08209717624324323,0.0051310735152027016
runs/ablations/2d_galilean_n64_2pct_lambda_robustness/fraction_0.02/aug_orbit_lambda_0.1_steps_4/seed_59/checkpoints/best.pt,runs/ablations/2d_galilean_n64_2pct_lambda_0p1_ood_severity/fraction_0.02/boost_0.25/aug_orbit_lambda_0.1_steps_4/seed_59,aug_orbit_lambda_0.1_steps_4,59,train_radius,1.0,,0.25,ood_severity,0.18786881281994283,0.07068576869926484,0.002208930271852026,0.2501835951115936,0.16194844101585626,0.005060888781745508,17.92551370000001,16,256,0.35754272574558854,0.1588321114264631,0.004963503482076972,0.3189374580979347,0.10069071630808267,0.006293169769255167
runs/ablations/2d_galilean_n64_2pct_lambda_robustness/fraction_0.02/aug_orbit_lambda_0.1_steps_4/seed_71/checkpoints/best.pt,runs/ablations/2d_galilean_n64_2pct_lambda_0p1_ood_severity/fraction_0.02/boost_0.25/aug_orbit_lambda_0.1_steps_4/seed_71,aug_orbit_lambda_0.1_steps_4,71,train_radius,1.0,,0.25,ood_severity,0.18757525039836764,0.07260955469463089,0.0022690485842072152,0.28618668485432863,0.14488541354131307,0.004527669173166033,16.006471899992903,16,256,0.4391987882554531,0.1187515856623455,0.003710987051948297,0.4171714447438717,0.07889951710680652,0.004931219819175408
runs/ablations/2d_galilean_n64_label_efficiency_compute_matched/fraction_0.02/aug_steps_6/seed_23/checkpoints/best.pt,runs/ablations/2d_galilean_n64_label_efficiency_2pct_ood_severity/fraction_0.02/boost_0.25/aug_steps_6/seed_23,aug_steps_6,23,train_radius,1.0,,0.25,ood_severity,0.19384399359114468,0.07190105852850656,0.00224690807901583,0.35969990538433194,0.14429359991921378,0.004509174997475431,24.464265300004627,16,256,0.49729187600314617,0.11349072387131388,0.003546585120978559,0.47503660432994366,0.09049889438112348,0.005656180898820217
runs/ablations/2d_galilean_n64_label_efficiency_compute_matched/fraction_0.02/aug_steps_6/seed_31/checkpoints/best.pt,runs/ablations/2d_galilean_n64_label_efficiency_2pct_ood_severity/fraction_0.02/boost_0.25/aug_steps_6/seed_31,aug_steps_6,31,train_radius,1.0,,0.25,ood_severity,0.19130657613277435,0.07124281708448539,0.0022263380338901685,0.40266281832009554,0.1646415577208913,0.0051450486787778535,18.729036700002325,16,256,0.5696513308212161,0.12072893657818826,0.003772779268068383,0.5449895411729813,0.09357927292090563,0.005848704557556602
runs/ablations/2d_galilean_n64_label_efficiency_compute_matched/fraction_0.02/aug_steps_6/seed_47/checkpoints/best.pt,runs/ablations/2d_galilean_n64_label_efficiency_2pct_ood_severity/fraction_0.02/boost_0.25/aug_steps_6/seed_47,aug_steps_6,47,train_radius,1.0,,0.25,ood_severity,0.19076048978604376,0.07208337280867372,0.0022526054002710537,0.3977827029302716,0.15969879727394168,0.0049905874148106774,16.18160270000226,16,256,0.561854443512857,0.1263101310778725,0.003947191596183516,0.5343834832310677,0.093936737826763,0.005871046114172687
runs/ablations/2d_galilean_n64_label_efficiency_compute_matched/fraction_0.02/aug_steps_6/seed_59/checkpoints/best.pt,runs/ablations/2d_galilean_n64_label_efficiency_2pct_ood_severity/fraction_0.02/boost_0.25/aug_steps_6/seed_59,aug_steps_6,59,train_radius,1.0,,0.25,ood_severity,0.18786881281994283,0.07068576869926484,0.002208930271852026,0.33245742600411177,0.17107978732363197,0.005346243353863499,25.256989900008193,16,256,0.4497375930659473,0.16632643320868845,0.005197701037771514,0.40845455043017864,0.11186895923746494,0.006991809952341559
runs/ablations/2d_galilean_n64_label_efficiency_compute_matched/fraction_0.02/aug_steps_6/seed_71/checkpoints/best.pt,runs/ablations/2d_galilean_n64_label_efficiency_2pct_ood_severity/fraction_0.02/boost_0.25/aug_steps_6/seed_71,aug_steps_6,71,train_radius,1.0,,0.25,ood_severity,0.18757525039836764,0.07260955469463089,0.0022690485842072152,0.4025210770778358,0.16185937066741,0.005058105333356562,36.23597880000307,16,256,0.5597602818161249,0.11960165602508462,0.0037375517507838942,0.5415244773030281,0.08886142370932967,0.005553838981833105
