severity,severity_scale,max_boost,method,orbit_ood_relative_l2_mean,orbit_ood_relative_l2_std,orbit_ood_relative_l2_count,observable_canonical_ood_relative_l2_mean,observable_canonical_ood_relative_l2_std,observable_canonical_ood_relative_l2_count,observable_canonical_gap_relative_mean,observable_canonical_gap_relative_std,observable_canonical_gap_relative_count,observable_canonical_relative_l2_mean,observable_canonical_relative_l2_std,observable_canonical_relative_l2_count,epsilon_mean_mean,epsilon_mean_std,epsilon_mean_count,total_boost_norm_mean_mean,total_boost_norm_mean_std,total_boost_norm_mean_count,observable_canonical_delta_pct
boost_0.10,0.4,0.1,aug_orbit_lambda_0.1_steps_4,0.37148185735568406,0.03491147393174433,5,0.3252930410206318,0.0563517299887011,5,0.32286207661964,0.03507942248080858,5,0.3252930473536253,0.056351728924204876,5,0.07610841082641855,0.0010414586365699884,5,0.3800127129070461,0.001485200274564289,5,-12.433666791653762
boost_0.20,0.8,0.2,aug_orbit_lambda_0.1_steps_4,0.3839595539495349,0.03305245937740224,5,0.32529304255731406,0.056351732009339656,5,0.33708568243309855,0.03340130419587775,5,0.3252930473536253,0.056351728924204876,5,0.1522168216528371,0.002082917273139977,5,0.39617257975041864,0.002687434616441411,5,-15.279346688670126
boost_0.35,1.4,0.35,aug_orbit_lambda_0.1_steps_4,0.42415375635027885,0.028522237655661295,5,0.3252930434420705,0.05635173097641073,5,0.3820341285318136,0.029730730510705225,5,0.3252930473536253,0.056351728924204876,5,0.26637942758388816,0.003645103030004082,5,0.44085081219673156,0.0048162443015786136,5,-23.307753716217526
boost_0.50,2.0,0.5,aug_orbit_lambda_0.1_steps_4,0.4910142183303833,0.021614513427919917,5,0.32529304139316084,0.05635172937461725,5,0.4592795277014375,0.025219214670216844,5,0.3252930473536253,0.056351728924204876,5,0.3805420490913093,0.005207290133984615,5,0.5084747289307415,0.006819087652563832,5,-33.75078984489111
train_radius,1.0,0.25,aug_orbit_lambda_0.1_steps_4,0.39430237831547854,0.031804576340177845,5,0.3252930415328592,0.056351732177425895,5,0.3486608231905848,0.03223856620756174,5,0.3252930473536253,0.056351728924204876,5,0.19027102454565464,0.0026036450669923075,5,0.40841429876163604,0.0033524027750310675,5,-17.501628338494438
