checkpoint,run_dir,method,seed,severity,severity_scale,max_boost,observable_canonical_relative_l2,observable_canonical_relative_l2_std,observable_canonical_relative_l2_stderr,orbit_ood_relative_l2,orbit_ood_relative_l2_std,orbit_ood_relative_l2_stderr,observable_canonical_ood_relative_l2,observable_canonical_ood_relative_l2_std,observable_canonical_ood_relative_l2_stderr,observable_canonical_gap_relative,observable_canonical_gap_relative_std,observable_canonical_gap_relative_stderr,observed_boost_norm_mean,observed_boost_norm_mean_std,observed_boost_norm_mean_stderr,epsilon_mean,epsilon_mean_std,epsilon_mean_stderr,total_boost_norm_mean,total_boost_norm_mean_std,total_boost_norm_mean_stderr,num_samples,num_batches,eval_seconds
runs\ablations\2d_galilean_n64_paper_ladder\fraction_0.02\aug_orbit_lambda_0.05_steps_4\seed_31\checkpoints\best.pt,runs\ablations\2d_galilean_n64_label_efficiency_2pct_ood_severity\fraction_0.02\boost_0.25\aug_orbit_steps_4\seed_31\observable_canonicalization,aug_orbit_steps_4,31,train_radius,1.0,0.25,0.40910317562520504,0.06092315476197702,0.003807697172623564,0.46864944649860263,0.12024639945780614,0.003757699983056442,0.40910317515954375,0.060923117760956054,0.0019038474300298767,0.4365961807779968,0.158690778465248,0.004959086827039,0.3754834122955799,0.14219938093636086,0.008887461308522554,0.19130657613277435,0.07124281708448539,0.0022263380338901685,0.41000903956592083,0.17891569405896493,0.005591115439342654,256,16,26.763223799993284
runs\ablations\2d_galilean_n64_paper_ladder\fraction_0.02\aug_orbit_lambda_0.05_steps_4\seed_47\checkpoints\best.pt,runs\ablations\2d_galilean_n64_label_efficiency_2pct_ood_severity\fraction_0.02\boost_0.25\aug_orbit_steps_4\seed_47\observable_canonicalization,aug_orbit_steps_4,47,train_radius,1.0,0.25,0.3993988949805498,0.059278598343406576,0.003704912396462911,0.4724175031296909,0.12632446439939676,0.003947639512481149,0.3993988949805498,0.05927856888538446,0.0018524552776682643,0.4259044243954122,0.16842118844426282,0.005263162138883213,0.3754834122955799,0.14219938093636086,0.008887461308522554,0.19076048978604376,0.07208337280867372,0.0022526054002710537,0.4125154516659677,0.18370683425304124,0.005740838570407539,256,16,26.12586959998589
runs\ablations\2d_galilean_n64_paper_ladder\fraction_0.02\aug_orbit_lambda_0.05_steps_4\seed_59\checkpoints\best.pt,runs\ablations\2d_galilean_n64_label_efficiency_2pct_ood_severity\fraction_0.02\boost_0.25\aug_orbit_steps_4\seed_59\observable_canonicalization,aug_orbit_steps_4,59,train_radius,1.0,0.25,0.2877726461738348,0.03854656281222555,0.002409160175764097,0.3963482887484133,0.16432969836483316,0.005135303073901036,0.28777263686060905,0.03854656589822022,0.0012045801843193818,0.35431317752227187,0.1911807829616853,0.005974399467552666,0.3754834122955799,0.14219938093636086,0.008887461308522554,0.18786881281994283,0.07068576869926484,0.002208930271852026,0.4095013476908207,0.18148648721843186,0.0056714527255759956,256,16,29.956170999997994
runs\ablations\2d_galilean_n64_paper_ladder\fraction_0.02\aug_orbit_lambda_0.05_steps_4\seed_71\checkpoints\best.pt,runs\ablations\2d_galilean_n64_label_efficiency_2pct_ood_severity\fraction_0.02\boost_0.25\aug_orbit_steps_4\seed_71\observable_canonicalization,aug_orbit_steps_4,71,train_radius,1.0,0.25,0.4538098778575659,0.055144160971845685,0.0034465100607403553,0.4915679721161723,0.12485862231738111,0.0039018319474181597,0.4538098834455013,0.055144256430033824,0.001723258013438557,0.44863427337259054,0.17048029742274,0.005327509294460625,0.3754834122955799,0.14219938093636086,0.008887461308522554,0.18757525039836764,0.07260955469463089,0.0022690485842072152,0.40418439637869596,0.17424756971914082,0.005445236553723151,256,16,30.01146370000788
runs\ablations\2d_galilean_n64_label_efficiency_compute_matched\fraction_0.02\aug_steps_6\seed_23\checkpoints\best.pt,runs\ablations\2d_galilean_n64_label_efficiency_2pct_ood_severity\fraction_0.02\boost_0.25\aug_steps_6\seed_23\observable_canonicalization,aug_steps_6,23,train_radius,1.0,0.25,0.4357576444745064,0.06152666425257606,0.0038454165157860037,0.49729187600314617,0.11349072387131388,0.003546585120978559,0.43575765285640955,0.06152668057288751,0.0019227087679027346,0.45374527806416154,0.16202169473764763,0.0050631779605514885,0.3754834122955799,0.14219938093636086,0.008887461308522554,0.19384399359114468,0.07190105852850656,0.00224690807901583,0.4058612585067749,0.18427383421579416,0.005758557319243567,256,16,27.570535100006964
runs\ablations\2d_galilean_n64_label_efficiency_compute_matched\fraction_0.02\aug_steps_6\seed_31\checkpoints\best.pt,runs\ablations\2d_galilean_n64_label_efficiency_2pct_ood_severity\fraction_0.02\boost_0.25\aug_steps_6\seed_31\observable_canonicalization,aug_steps_6,31,train_radius,1.0,0.25,0.5296987444162369,0.07679139071505331,0.004799461919690832,0.5696513308212161,0.12072893657818826,0.003772779268068383,0.5296987532638013,0.07679137819732715,0.0023997305686664734,0.5277584446594119,0.176526037868006,0.005516438683375187,0.3754834122955799,0.14219938093636086,0.008887461308522554,0.19130657613277435,0.07124281708448539,0.0022263380338901685,0.41000903956592083,0.17891569405896493,0.005591115439342654,256,16,30.36376539999037
runs\ablations\2d_galilean_n64_label_efficiency_compute_matched\fraction_0.02\aug_steps_6\seed_47\checkpoints\best.pt,runs\ablations\2d_galilean_n64_label_efficiency_2pct_ood_severity\fraction_0.02\boost_0.25\aug_steps_6\seed_47\observable_canonicalization,aug_steps_6,47,train_radius,1.0,0.25,0.4996605161577463,0.06856024556593784,0.004285015347871115,0.561854443512857,0.1263101310778725,0.003947191596183516,0.49966051150113344,0.06856027780487917,0.002142508681402474,0.5198047966696322,0.17649177366729787,0.005515367927103059,0.3754834122955799,0.14219938093636086,0.008887461308522554,0.19076048978604376,0.07208337280867372,0.0022526054002710537,0.4125154516659677,0.18370683425304124,0.005740838570407539,256,16,32.435968399979174
runs\ablations\2d_galilean_n64_label_efficiency_compute_matched\fraction_0.02\aug_steps_6\seed_59\checkpoints\best.pt,runs\ablations\2d_galilean_n64_label_efficiency_2pct_ood_severity\fraction_0.02\boost_0.25\aug_steps_6\seed_59\observable_canonicalization,aug_steps_6,59,train_radius,1.0,0.25,0.34218985214829445,0.04527371115761654,0.0028296069473510337,0.4497375930659473,0.16632643320868845,0.005197701037771514,0.34218984795734286,0.04527372354860659,0.001414803860893956,0.41915400605648756,0.19569453264217188,0.006115454145067871,0.3754834122955799,0.14219938093636086,0.008887461308522554,0.18786881281994283,0.07068576869926484,0.002208930271852026,0.4095013476908207,0.18148648721843186,0.0056714527255759956,256,16,29.85959679997177
runs\ablations\2d_galilean_n64_label_efficiency_compute_matched\fraction_0.02\aug_steps_6\seed_71\checkpoints\best.pt,runs\ablations\2d_galilean_n64_label_efficiency_2pct_ood_severity\fraction_0.02\boost_0.25\aug_steps_6\seed_71\observable_canonicalization,aug_steps_6,71,train_radius,1.0,0.25,0.5218990482389927,0.061512207671781984,0.003844512979486374,0.5597602818161249,0.11960165602508462,0.0037375517507838942,0.5218990528956056,0.061512274145968666,0.0019222585670615208,0.5189110711216927,0.17222990152427456,0.00538218442263358,0.3754834122955799,0.14219938093636086,0.008887461308522554,0.18757525039836764,0.07260955469463089,0.0022690485842072152,0.40418439637869596,0.17424756971914082,0.005445236553723151,256,16,32.21846389997518
runs\ablations\2d_galilean_n64_paper_ladder\fraction_0.02\aug_orbit_lambda_0.05_steps_4\seed_23\checkpoints\best.pt,runs\ablations\2d_galilean_n64_label_efficiency_2pct_ood_severity\fraction_0.02\boost_0.35\aug_orbit_steps_4\seed_23\observable_canonicalization,aug_orbit_steps_4,23,boost_0.35,1.4,0.35,0.3610133398324251,0.04829802747094702,0.0030186267169341886,0.454848381690681,0.14332362061838827,0.0044788631443246334,0.36101333843544126,0.04829810058212112,0.001509315643191285,0.40663428604602814,0.18482294890645298,0.005775717153326656,0.3754834122955799,0.14219938093636086,0.008887461308522554,0.27138158469460905,0.10066149129388946,0.0031456716029340456,0.43881559651345015,0.2122430707346717,0.00663259596045849,256,16,30.316142700001365
