method,model_name,data_fraction,steps_per_epoch,relative_l2_mean,relative_l2_std,relative_l2_count,orbit_ood_relative_l2_mean,orbit_ood_relative_l2_std,orbit_ood_relative_l2_count,oracle_canonical_ood_relative_l2_mean,oracle_canonical_ood_relative_l2_std,oracle_canonical_ood_relative_l2_count,equivariance_defect_relative_mean,equivariance_defect_relative_std,equivariance_defect_relative_count,latency_ms_per_sample_mean,latency_ms_per_sample_std,latency_ms_per_sample_count,latency_ms_per_batch_mean,latency_ms_per_batch_std,latency_ms_per_batch_count
baseline,d4_gfno2d,0.01,4,0.09096589374045531,0.0036457830625630915,3,0.09096589397328596,0.0036457828958093006,3,0.09096589323598891,0.0036457824264712643,3,7.89418248362909e-08,4.367678068400973e-09,3,26.70145062499311,0.9212630734146037,3,427.2232099998898,14.740209174633659,3
