method,method_label,seed_count,force_mae_mean,force_mae_std,orbit_ood_force_mae_mean,orbit_ood_force_mae_std,equivariance_defect_relative_mean,equivariance_defect_relative_std,relative_l2_mean,relative_l2_std,orbit_ood_relative_l2_mean,orbit_ood_relative_l2_std,latency_ms_per_sample_mean,latency_ms_per_sample_std
aug,MLP + aug.,3,18.489918395996096,0.040100455256433624,18.638749579111735,0.04632802239749516,0.4555887220303218,0.007384273910823361,0.9198995410601297,0.0021555060090601395,0.9239292107820511,0.0025618327959623577,0.015573416664362108,0.0014959965388916623
aug_orbit,MLP + aug. + LOCO,3,18.414319803873695,0.013987571514048657,18.480115796407063,0.008468128730034719,0.09834709217647712,0.003221716350459302,0.9159359076817829,0.0006407355002832728,0.9164856170813244,0.0006476695724881639,0.010608437514747493,0.002240483892345837
