data_fraction,method,steps_per_epoch,lambda_orbit,relative_l2_mean,relative_l2_std,relative_l2_count,orbit_ood_relative_l2_mean,orbit_ood_relative_l2_std,orbit_ood_relative_l2_count,oracle_canonical_ood_relative_l2_mean,oracle_canonical_ood_relative_l2_std,oracle_canonical_ood_relative_l2_count,equivariance_defect_relative_mean,equivariance_defect_relative_std,equivariance_defect_relative_count,epsilon_mean_mean,epsilon_mean_std,epsilon_mean_count,latency_ms_per_sample_mean,latency_ms_per_sample_std,latency_ms_per_sample_count,latency_ms_per_batch_mean,latency_ms_per_batch_std,latency_ms_per_batch_count,parameters_mean,parameters_std,parameters_count
0.1,aug,6,0.05,0.16942691896110773,0.012079769078848342,3,0.199565021864449,0.00905763041529341,3,0.16942691802978516,0.012079769276089485,3,0.15961881156545132,0.007602904409410487,3,0.1911283772593985,0.002469983482545421,3,14.36562177086671,3.7116515024160477,3,229.84994833386736,59.38642403865676,3,2668609.0,0.0,3
0.1,aug_orbit,4,0.1,0.15096833618978658,0.0049490667409071085,3,0.17601625613557795,0.002738483817370611,3,0.1509683372763296,0.004949067077237518,3,0.12210861248119424,0.0003928008446201395,3,0.1911283772593985,0.002469983482545421,3,14.608627499971286,1.5356171739389137,3,233.73803999954058,24.56987478302262,3,2668609.0,0.0,3
