"trainable","count","before_relative_l2_mean","after_relative_l2_mean","rel_delta_pct_mean","before_ood_mean","after_ood_mean","ood_delta_pct_mean","before_defect_mean","after_defect_mean","defect_delta_pct_mean"
"last_block","3","0.00373605243415417","0.0111145528693063","197.556","0.00373285756601642","0.0111194327667666","197.930666666667","0.00101319430391851","0.00103209450430934","1.82866666666667"
"projector","3","0.00373605243415417","0.00838379840327737","124.662","0.00373285756601642","0.00838210013171192","124.785","0.00101319430391851","0.00101571354487658","0.232333333333333"
