data_fraction,seed,lambda_orbit,aug_relative_l2,aug_orbit_relative_l2,relative_l2_delta_pct,aug_ood_relative_l2,aug_orbit_ood_relative_l2,orbit_ood_delta_pct,aug_defect,aug_orbit_defect,defect_delta_pct
0.01,23,0.05,0.7028137780725956,0.6127814203500748,-12.810272156221325,0.71348019503057,0.6238221572712064,-12.566296637781537,0.4696259978227317,0.4395690560340881,-6.400186941948027
