method,lambda_orbit,model_name,dataset_kind,relative_l2_mean,relative_l2_std,relative_l2_count,orbit_ood_relative_l2_mean,orbit_ood_relative_l2_std,orbit_ood_relative_l2_count,equivariance_defect_relative_mean,equivariance_defect_relative_std,equivariance_defect_relative_count,latency_ms_per_sample_mean,latency_ms_per_sample_std,latency_ms_per_sample_count,latency_ms_per_batch_mean,latency_ms_per_batch_std,latency_ms_per_batch_count
aug,0.05,fno2d,navier_stokes_vorticity2d,0.0037605581237585284,4.862013522920541e-07,2,0.0037637747518601827,1.1363699973138682e-06,2,0.0010252694046855026,0.00025728622665454893,2,12.167409687481268,1.122210281610096,2,194.67855499970028,17.955364505761537,2
aug_orbit,0.05,fno2d,navier_stokes_vorticity2d,0.003788588823226746,8.161496433798898e-06,2,0.0037887825837970013,8.205317940414077e-06,2,0.0010282143962481172,0.0002584298621529734,2,13.641559218785915,3.3707009070692586,2,218.26494750057464,53.93121451310814,2
