data_fraction,method,steps_per_epoch,lambda_orbit,model_name,dataset_kind,relative_l2_mean,relative_l2_std,relative_l2_count,orbit_ood_relative_l2_mean,orbit_ood_relative_l2_std,orbit_ood_relative_l2_count,equivariance_defect_relative_mean,equivariance_defect_relative_std,equivariance_defect_relative_count,latency_ms_per_sample_mean,latency_ms_per_sample_std,latency_ms_per_sample_count,latency_ms_per_batch_mean,latency_ms_per_batch_std,latency_ms_per_batch_count
0.01,aug,4.0,0.05,fno2d,navier_stokes_vorticity2d_boosted,0.7866865694522858,0.08343963260519555,3,0.7968132284780344,0.08283911739997166,3,0.5091579879323641,0.038688223564637796,3,24.837877708341694,3.6573655204996096,3,397.4060433334671,58.517848327993754,3
0.01,aug_orbit,4.0,0.05,fno2d,navier_stokes_vorticity2d_boosted,0.6778486557304859,0.06965119099187221,3,0.6880583514769872,0.06894925764712835,3,0.45673251058906317,0.03862318475227651,3,25.699300937412772,6.463447374429095,3,411.18881499860436,103.41515799086552,3
