data_fraction,method,steps_per_epoch,lambda_orbit,model_name,dataset_kind,relative_l2_mean,relative_l2_std,relative_l2_count,orbit_ood_relative_l2_mean,orbit_ood_relative_l2_std,orbit_ood_relative_l2_count,equivariance_defect_relative_mean,equivariance_defect_relative_std,equivariance_defect_relative_count,latency_ms_per_sample_mean,latency_ms_per_sample_std,latency_ms_per_sample_count,latency_ms_per_batch_mean,latency_ms_per_batch_std,latency_ms_per_batch_count
0.01,aug,4.0,0.05,fno2d,navier_stokes_vorticity2d_boosted,1.061033474902312,0.008106746155591807,3,1.0829693290094535,0.006432578715399116,3,0.6881745420396328,0.03512185512284051,3,3.532808125116086,0.9473544899094527,3,56.52493000185738,15.157671838551243,3
0.01,aug_orbit,4.0,0.05,fno2d,navier_stokes_vorticity2d_boosted,0.9740698287884394,0.04931035658105998,3,0.9947232324630022,0.03874191852840116,3,0.5719108944758773,0.009022180461003936,3,3.5971266668639146,0.48556293830390335,3,57.55402666982263,7.7690070128624535,3
