seed,id_nmse,orbit_ood_nmse,equivariance_defect,latency_ms_per_sample,status,metrics_path
23,0.115338563919067,0.552279591560364,0.590529620647430,10.1239887502743,complete,runs/external/lpsda_kdv_faithful/loco_lambda_0p05/seed_23/test_metrics.json
31,0.122491501271725,0.537411689758301,0.573627710342407,9.85223374955240,complete,runs/external/lpsda_kdv_faithful/loco_lambda_0p05/seed_31/test_metrics.json
47,0.121001236140728,0.551880061626434,0.582737863063812,10.0696412504476,complete,runs/external/lpsda_kdv_faithful/loco_lambda_0p05/seed_47/test_metrics.json
59,0.119861587882042,0.502748072147369,0.549181938171387,10.4708306251268,complete,runs/external/lpsda_kdv_faithful/loco_lambda_0p05/seed_59/test_metrics.json
71,0.12099338322877884,0.5262904167175293,0.5659288167953491,10.236300625001604,complete,runs/external/lpsda_kdv_faithful/loco_lambda_0p05/seed_71/test_metrics.json
mean,0.11993725448846818,0.5341219663619995,0.5724011898040772,10.150599000080547,full aggregate,
std,0.002735202089912914,0.020624778715866203,0.015953184872448033,0.22703366905428615,sample std,
