severity,severity_scale,method,relative_l2,relative_l2,relative_l2,orbit_ood_relative_l2,orbit_ood_relative_l2,orbit_ood_relative_l2,equivariance_defect_relative,equivariance_defect_relative,equivariance_defect_relative,epsilon_mean,epsilon_mean,epsilon_mean
,,,mean,std,count,mean,std,count,mean,std,count,mean,std,count
boost_0.10,0.4,aug_steps_6,0.2950280687461297,0.006051064073136299,3,0.2997279022820294,0.005982261026943439,3,0.11547392385546118,0.0022234639799863084,3,0.0767881427697527,0.0006581731174759279,3
boost_0.20,0.8,aug_steps_6,0.2950280687461297,0.006051064073136299,3,0.31450157379731536,0.006428376312515779,3,0.20724339907368025,0.004413741789056602,3,0.1535762855395054,0.0013163462349518559,3
boost_0.35,1.4,aug_steps_6,0.2950280687461297,0.006051064073136299,3,0.3593082463679214,0.010501419173722949,3,0.31259379512630403,0.008443675466222465,3,0.2687584876548499,0.0023036055956279274,3
boost_0.50,2.0,aug_steps_6,0.2950280687461297,0.006051064073136299,3,0.4318234226666391,0.013514723514337815,3,0.41292649911095697,0.01216051622282688,3,0.3839407063399752,0.003290865476051337,3
train_radius,1.0,aug_steps_6,0.2950280687461297,0.006051064073136299,3,0.3262758576311171,0.007498651563416808,3,0.24500091179894903,0.005620610265786789,3,0.1919703531699876,0.0016454327380256684,3
