seeds,baseline_mean,loco_mean,paired_delta_mean,paired_delta_std,paired_delta_ci95_low,paired_delta_ci95_high,paired_ttest_pvalue,relative_delta_percent
5,0.1204847932457924,0.11993725448846818,-0.0005475387573242174,0.0009197904349263457,-0.001689609426264443,0.0005945319116160081,0.253956765627114,-0.45444636005410477
