run_dir,best_val_relative_l2,config_hash,dataset_kind,dataset_path,dataset_sha256,deterministic,device,environment.config_hash,environment.cuda_available,environment.cuda_version,environment.cudnn_version,environment.git_commit,environment.mkl_num_threads,environment.omp_num_threads,environment.platform,environment.python,environment.torch,epsilon_mean,epsilon_mean_std,epsilon_mean_stderr,equivariance_defect_relative,equivariance_defect_relative_std,equivariance_defect_relative_stderr,eval_seconds,latency_ms_per_batch,latency_ms_per_sample,latency_repeats,latency_warmup,method,model_name,num_batches,num_samples,orbit_ood_relative_l2,orbit_ood_relative_l2_std,orbit_ood_relative_l2_stderr,parameters,parameters_total,relative_l2,relative_l2_std,relative_l2_stderr,seed,config_path,config.seed,config.dataset.kind,config.dataset.path,config.dataset.generate_if_missing,config.dataset.n,config.dataset.num_train,config.dataset.num_val,config.dataset.num_test,config.dataset.final_time,config.dataset.dt,config.dataset.viscosity,config.dataset.smoothness,config.dataset.amplitude,config.dataset.solver_batch_size,config.dataset.dealias,config.dataset.seed,config.model.name,config.model.in_channels,config.model.out_channels,config.model.width,config.model.modes1,config.model.modes2,config.model.depth,config.model.add_grid,config.symmetry.transforms,config.symmetry.probabilities,config.training.method,config.training.epochs,config.training.batch_size,config.training.lr,config.training.weight_decay,config.training.lambda_orbit,config.training.lambda_aug,config.training.normalize_by_epsilon,config.training.orbit_eta,config.training.eval_every,config.training.eval_orbit_samples,config.training.data_fraction,config.training.num_workers,config.training.grad_clip,config.training.latency_repeats,config.training.latency_warmup,config.training.stop_after_epochs,config.runtime.deterministic,config.runtime.device,config.runtime.run_dir,config.runtime.overwrite,config.runtime.resume,data_fraction,lambda_orbit
runs\ablations\2d_full_aug_orbit_lambda\aug,0.00364473630907014,8db2f5bde093,navier_stokes_vorticity2d,data\2d_ns_vorticity_n64.pt,defade883926ad6ba6ef469bf1e6ba69b3f7d57e743e4f53c83a05acb88a8f7e,False,cpu,8db2f5bde093,False,,,,,,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.36938732606358826,0.33956640234179225,0.010611450073181008,0.0009018249518284449,0.0018506751386489731,5.783359808278041e-05,15.749668999997084,189.65658500019345,11.85353656251209,20,5,aug,fno2d,16,256,0.0036862960187136196,0.0007266647506435718,2.270827345761162e-05,2668513,2668513,0.003687041054945439,0.0007333095625551812,4.583184765969882e-05,31,runs\ablations\2d_full_aug_orbit_lambda\aug\config.yaml,31,navier_stokes_vorticity2d,data/2d_ns_vorticity_n64.pt,True,64,1024,128,256,0.5,0.001,0.001,8.0,1.0,8,True,31,fno2d,1,1,48,12,12,4,False,"[{'name': 'translation2d', 'max_shift': 0.25, 'length': 1.0}, {'name': 'd4_vorticity2d'}]","[0.75, 0.25]",aug,150,16,0.001,0.0001,0.05,1.0,True,1e-06,10,4,1.0,0,1.0,20,5,20,False,auto,runs\ablations\2d_full_aug_orbit_lambda\aug,False,True,1.0,0.05
runs\ablations\2d_full_aug_orbit_lambda\aug_orbit\lambda_0.01,0.0036085571337025613,eea5f967c852,navier_stokes_vorticity2d,data\2d_ns_vorticity_n64.pt,defade883926ad6ba6ef469bf1e6ba69b3f7d57e743e4f53c83a05acb88a8f7e,False,cpu,eea5f967c852,False,,,,,,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.36938732606358826,0.33956640234179225,0.010611450073181008,0.0008958154889331382,0.0018379163717940983,5.743488661856557e-05,15.621252799988724,187.6199150006869,11.72624468754293,20,5,aug_orbit,fno2d,16,256,0.003663490671897307,0.000699907654725761,2.187211421018003e-05,2668513,2668513,0.0036688046529889107,0.0007020152936317115,4.3875955851981966e-05,31,runs\ablations\2d_full_aug_orbit_lambda\aug_orbit\lambda_0.01\config.yaml,31,navier_stokes_vorticity2d,data/2d_ns_vorticity_n64.pt,True,64,1024,128,256,0.5,0.001,0.001,8.0,1.0,8,True,31,fno2d,1,1,48,12,12,4,False,"[{'name': 'translation2d', 'max_shift': 0.25, 'length': 1.0}, {'name': 'd4_vorticity2d'}]","[0.75, 0.25]",aug_orbit,150,16,0.001,0.0001,0.01,1.0,True,1e-06,10,4,1.0,0,1.0,20,5,20,False,auto,runs\ablations\2d_full_aug_orbit_lambda\aug_orbit\lambda_0.01,False,True,1.0,0.01
runs\ablations\2d_full_aug_orbit_lambda\aug_orbit\lambda_0.05,0.0035983409034088254,7e281828d9d6,navier_stokes_vorticity2d,data\2d_ns_vorticity_n64.pt,defade883926ad6ba6ef469bf1e6ba69b3f7d57e743e4f53c83a05acb88a8f7e,False,cpu,7e281828d9d6,False,,,,,,Windows-10-10.0.26100-SP0,3.11.6,2.12.0+cpu,0.36938732606358826,0.33956640234179225,0.010611450073181008,0.0008931359273027795,0.0018325726618392798,5.726789568247749e-05,15.858951600006549,198.23986499977764,12.389991562486102,20,5,aug_orbit,fno2d,16,256,0.0036481051065493375,0.0007024239678966826,2.195074899677133e-05,2668513,2668513,0.0036526402400340885,0.0007048748562260291,4.405467851412682e-05,31,runs\ablations\2d_full_aug_orbit_lambda\aug_orbit\lambda_0.05\config.yaml,31,navier_stokes_vorticity2d,data/2d_ns_vorticity_n64.pt,True,64,1024,128,256,0.5,0.001,0.001,8.0,1.0,8,True,31,fno2d,1,1,48,12,12,4,False,"[{'name': 'translation2d', 'max_shift': 0.25, 'length': 1.0}, {'name': 'd4_vorticity2d'}]","[0.75, 0.25]",aug_orbit,150,16,0.001,0.0001,0.05,1.0,True,1e-06,10,4,1.0,0,1.0,20,5,20,False,auto,runs\ablations\2d_full_aug_orbit_lambda\aug_orbit\lambda_0.05,False,True,1.0,0.05
