artifact_type,paper_table,method,data_fraction,lambda_orbit,seed,severity,run_dir,checkpoint,config_hash,dataset_sha256,parameters,latency_ms_per_sample,complete,missing_files
training_run,headline,baseline,0.02,0.05,59,,runs/ablations/2d_galilean_n64_2pct_headline_5seed/fraction_0.02/baseline_steps_4/seed_59,C:/Users/lewandowski/VSCode/orbit-tangent-no/runs/ablations/2d_galilean_n64_2pct_headline_5seed/fraction_0.02/baseline_steps_4/seed_59/checkpoints/best.pt,3bb7a9eeca18,defc9703dbc41494fabf9fcfe9e3408eb2e1c3890814e47fe03d0f6b849e3f50,2668609.0,14.356153125027049,True,
training_run,headline,baseline,0.02,0.05,71,,runs/ablations/2d_galilean_n64_2pct_headline_5seed/fraction_0.02/baseline_steps_4/seed_71,C:/Users/lewandowski/VSCode/orbit-tangent-no/runs/ablations/2d_galilean_n64_2pct_headline_5seed/fraction_0.02/baseline_steps_4/seed_71/checkpoints/best.pt,19153bd3b756,defc9703dbc41494fabf9fcfe9e3408eb2e1c3890814e47fe03d0f6b849e3f50,2668609.0,17.787281562505086,True,
training_run,headline,orbit,0.02,0.05,23,,runs/ablations/2d_galilean_n64_2pct_headline_5seed/fraction_0.02/orbit_lambda_0.05_steps_4/seed_23,C:/Users/lewandowski/VSCode/orbit-tangent-no/runs/ablations/2d_galilean_n64_2pct_headline_5seed/fraction_0.02/orbit_lambda_0.05_steps_4/seed_23/checkpoints/best.pt,733dd9f46e9c,defc9703dbc41494fabf9fcfe9e3408eb2e1c3890814e47fe03d0f6b849e3f50,2668609.0,16.049995312505416,True,
training_run,headline,orbit,0.02,0.05,31,,runs/ablations/2d_galilean_n64_2pct_headline_5seed/fraction_0.02/orbit_lambda_0.05_steps_4/seed_31,C:/Users/lewandowski/VSCode/orbit-tangent-no/runs/ablations/2d_galilean_n64_2pct_headline_5seed/fraction_0.02/orbit_lambda_0.05_steps_4/seed_31/checkpoints/best.pt,45471777f2d1,defc9703dbc41494fabf9fcfe9e3408eb2e1c3890814e47fe03d0f6b849e3f50,2668609.0,18.682585624992498,True,
training_run,headline,orbit,0.02,0.05,47,,runs/ablations/2d_galilean_n64_2pct_headline_5seed/fraction_0.02/orbit_lambda_0.05_steps_4/seed_47,C:/Users/lewandowski/VSCode/orbit-tangent-no/runs/ablations/2d_galilean_n64_2pct_headline_5seed/fraction_0.02/orbit_lambda_0.05_steps_4/seed_47/checkpoints/best.pt,5ba2f2d280cb,defc9703dbc41494fabf9fcfe9e3408eb2e1c3890814e47fe03d0f6b849e3f50,2668609.0,16.53431312502107,True,
training_run,headline,orbit,0.02,0.05,59,,runs/ablations/2d_galilean_n64_2pct_headline_5seed/fraction_0.02/orbit_lambda_0.05_steps_4/seed_59,C:/Users/lewandowski/VSCode/orbit-tangent-no/runs/ablations/2d_galilean_n64_2pct_headline_5seed/fraction_0.02/orbit_lambda_0.05_steps_4/seed_59/checkpoints/best.pt,5b9280169c6b,defc9703dbc41494fabf9fcfe9e3408eb2e1c3890814e47fe03d0f6b849e3f50,2668609.0,14.734114062457593,True,
training_run,headline,orbit,0.02,0.05,71,,runs/ablations/2d_galilean_n64_2pct_headline_5seed/fraction_0.02/orbit_lambda_0.05_steps_4/seed_71,C:/Users/lewandowski/VSCode/orbit-tangent-no/runs/ablations/2d_galilean_n64_2pct_headline_5seed/fraction_0.02/orbit_lambda_0.05_steps_4/seed_71/checkpoints/best.pt,28654cbb7e96,defc9703dbc41494fabf9fcfe9e3408eb2e1c3890814e47fe03d0f6b849e3f50,2668609.0,14.563069687483221,True,
training_run,label_efficiency,aug,0.01,0.05,23,,runs/ablations/2d_galilean_n64_label_efficiency_compute_matched/fraction_0.01/aug_steps_6/seed_23,C:/Users/lewandowski/VSCode/orbit-tangent-no/runs/ablations/2d_galilean_n64_label_efficiency_compute_matched/fraction_0.01/aug_steps_6/seed_23/checkpoints/best.pt,9627aa1fa54f,defc9703dbc41494fabf9fcfe9e3408eb2e1c3890814e47fe03d0f6b849e3f50,2668609.0,12.735176875003162,True,
training_run,label_efficiency,aug,0.01,0.05,31,,runs/ablations/2d_galilean_n64_label_efficiency_compute_matched/fraction_0.01/aug_steps_6/seed_31,C:/Users/lewandowski/VSCode/orbit-tangent-no/runs/ablations/2d_galilean_n64_label_efficiency_compute_matched/fraction_0.01/aug_steps_6/seed_31/checkpoints/best.pt,5b46ecd4512d,defc9703dbc41494fabf9fcfe9e3408eb2e1c3890814e47fe03d0f6b849e3f50,2668609.0,12.646113124992553,True,
training_run,label_efficiency,aug,0.01,0.05,47,,runs/ablations/2d_galilean_n64_label_efficiency_compute_matched/fraction_0.01/aug_steps_6/seed_47,C:/Users/lewandowski/VSCode/orbit-tangent-no/runs/ablations/2d_galilean_n64_label_efficiency_compute_matched/fraction_0.01/aug_steps_6/seed_47/checkpoints/best.pt,e224044d24d6,defc9703dbc41494fabf9fcfe9e3408eb2e1c3890814e47fe03d0f6b849e3f50,2668609.0,12.890033437520287,True,
training_run,label_efficiency,aug_orbit,0.01,0.1,23,,runs/ablations/2d_galilean_n64_1pct_lambda_0p1/fraction_0.01/aug_orbit_lambda_0.1_steps_4/seed_23,C:/Users/lewandowski/VSCode/orbit-tangent-no/runs/ablations/2d_galilean_n64_1pct_lambda_0p1/fraction_0.01/aug_orbit_lambda_0.1_steps_4/seed_23/checkpoints/best.pt,dcd785358077,defc9703dbc41494fabf9fcfe9e3408eb2e1c3890814e47fe03d0f6b849e3f50,2668609.0,19.2458390624779,True,
training_run,label_efficiency,aug_orbit,0.01,0.1,31,,runs/ablations/2d_galilean_n64_1pct_lambda_0p1/fraction_0.01/aug_orbit_lambda_0.1_steps_4/seed_31,C:/Users/lewandowski/VSCode/orbit-tangent-no/runs/ablations/2d_galilean_n64_1pct_lambda_0p1/fraction_0.01/aug_orbit_lambda_0.1_steps_4/seed_31/checkpoints/best.pt,41ba05bf020c,defc9703dbc41494fabf9fcfe9e3408eb2e1c3890814e47fe03d0f6b849e3f50,2668609.0,15.878832812541077,True,
training_run,label_efficiency,aug_orbit,0.01,0.1,47,,runs/ablations/2d_galilean_n64_1pct_lambda_0p1/fraction_0.01/aug_orbit_lambda_0.1_steps_4/seed_47,C:/Users/lewandowski/VSCode/orbit-tangent-no/runs/ablations/2d_galilean_n64_1pct_lambda_0p1/fraction_0.01/aug_orbit_lambda_0.1_steps_4/seed_47/checkpoints/best.pt,384938bad0be,defc9703dbc41494fabf9fcfe9e3408eb2e1c3890814e47fe03d0f6b849e3f50,2668609.0,15.826696250042005,True,
training_run,label_efficiency,aug,0.05,0.05,23,,runs/ablations/2d_galilean_n64_compute_matched/fraction_0.05/aug_steps_6/seed_23,C:/Users/lewandowski/VSCode/orbit-tangent-no/runs/ablations/2d_galilean_n64_compute_matched/fraction_0.05/aug_steps_6/seed_23/checkpoints/best.pt,091f2243782f,defc9703dbc41494fabf9fcfe9e3408eb2e1c3890814e47fe03d0f6b849e3f50,2668609.0,11.289741249993313,True,
training_run,label_efficiency,aug,0.05,0.05,31,,runs/ablations/2d_galilean_n64_compute_matched/fraction_0.05/aug_steps_6/seed_31,C:/Users/lewandowski/VSCode/orbit-tangent-no/runs/ablations/2d_galilean_n64_compute_matched/fraction_0.05/aug_steps_6/seed_31/checkpoints/best.pt,7ce4ab7b45f6,defc9703dbc41494fabf9fcfe9e3408eb2e1c3890814e47fe03d0f6b849e3f50,2668609.0,11.063852187498924,True,
training_run,label_efficiency,aug,0.05,0.05,47,,runs/ablations/2d_galilean_n64_compute_matched/fraction_0.05/aug_steps_6/seed_47,C:/Users/lewandowski/VSCode/orbit-tangent-no/runs/ablations/2d_galilean_n64_compute_matched/fraction_0.05/aug_steps_6/seed_47/checkpoints/best.pt,60e2902f217a,defc9703dbc41494fabf9fcfe9e3408eb2e1c3890814e47fe03d0f6b849e3f50,2668609.0,12.012312812498749,True,
training_run,label_efficiency,aug_orbit,0.05,0.1,23,,runs/ablations/2d_galilean_n64_5pct_lambda_0p1/fraction_0.05/aug_orbit_lambda_0.1_steps_4/seed_23,C:/Users/lewandowski/VSCode/orbit-tangent-no/runs/ablations/2d_galilean_n64_5pct_lambda_0p1/fraction_0.05/aug_orbit_lambda_0.1_steps_4/seed_23/checkpoints/best.pt,9d86edc97224,defc9703dbc41494fabf9fcfe9e3408eb2e1c3890814e47fe03d0f6b849e3f50,2668609.0,13.250445312496595,True,
training_run,label_efficiency,aug_orbit,0.05,0.1,31,,runs/ablations/2d_galilean_n64_5pct_lambda_0p1/fraction_0.05/aug_orbit_lambda_0.1_steps_4/seed_31,C:/Users/lewandowski/VSCode/orbit-tangent-no/runs/ablations/2d_galilean_n64_5pct_lambda_0p1/fraction_0.05/aug_orbit_lambda_0.1_steps_4/seed_31/checkpoints/best.pt,aa74e5170fb6,defc9703dbc41494fabf9fcfe9e3408eb2e1c3890814e47fe03d0f6b849e3f50,2668609.0,12.46566281251944,True,
training_run,label_efficiency,aug_orbit,0.05,0.1,47,,runs/ablations/2d_galilean_n64_5pct_lambda_0p1/fraction_0.05/aug_orbit_lambda_0.1_steps_4/seed_47,C:/Users/lewandowski/VSCode/orbit-tangent-no/runs/ablations/2d_galilean_n64_5pct_lambda_0p1/fraction_0.05/aug_orbit_lambda_0.1_steps_4/seed_47/checkpoints/best.pt,7fce20c09aa8,defc9703dbc41494fabf9fcfe9e3408eb2e1c3890814e47fe03d0f6b849e3f50,2668609.0,11.904499375032174,True,
training_run,lambda_robustness,aug_orbit,0.02,0.01,23,,runs/ablations/2d_galilean_n64_2pct_lambda_robustness/fraction_0.02/aug_orbit_lambda_0.01_steps_4/seed_23,C:/Users/lewandowski/VSCode/orbit-tangent-no/runs/ablations/2d_galilean_n64_2pct_lambda_robustness/fraction_0.02/aug_orbit_lambda_0.01_steps_4/seed_23/checkpoints/best.pt,a93bdcd80e42,defc9703dbc41494fabf9fcfe9e3408eb2e1c3890814e47fe03d0f6b849e3f50,2668609.0,15.758578437498727,True,
training_run,lambda_robustness,aug_orbit,0.02,0.05,23,,runs/ablations/2d_galilean_n64_paper_ladder/fraction_0.02/aug_orbit_lambda_0.05_steps_4/seed_23,C:/Users/lewandowski/VSCode/orbit-tangent-no/runs/ablations/2d_galilean_n64_paper_ladder/fraction_0.02/aug_orbit_lambda_0.05_steps_4/seed_23/checkpoints/best.pt,f942711416ad,defc9703dbc41494fabf9fcfe9e3408eb2e1c3890814e47fe03d0f6b849e3f50,2668609.0,13.760765000006359,True,
training_run,lambda_robustness,aug_orbit,0.02,0.01,31,,runs/ablations/2d_galilean_n64_2pct_lambda_robustness/fraction_0.02/aug_orbit_lambda_0.01_steps_4/seed_31,C:/Users/lewandowski/VSCode/orbit-tangent-no/runs/ablations/2d_galilean_n64_2pct_lambda_robustness/fraction_0.02/aug_orbit_lambda_0.01_steps_4/seed_31/checkpoints/best.pt,a5e5be5c897a,defc9703dbc41494fabf9fcfe9e3408eb2e1c3890814e47fe03d0f6b849e3f50,2668609.0,18.331566249980824,True,
training_run,lambda_robustness,aug_orbit,0.02,0.05,31,,runs/ablations/2d_galilean_n64_paper_ladder/fraction_0.02/aug_orbit_lambda_0.05_steps_4/seed_31,C:/Users/lewandowski/VSCode/orbit-tangent-no/runs/ablations/2d_galilean_n64_paper_ladder/fraction_0.02/aug_orbit_lambda_0.05_steps_4/seed_31/checkpoints/best.pt,0ed1943d4971,defc9703dbc41494fabf9fcfe9e3408eb2e1c3890814e47fe03d0f6b849e3f50,2668609.0,17.27906093749425,True,
training_run,lambda_robustness,aug_orbit,0.02,0.01,47,,runs/ablations/2d_galilean_n64_2pct_lambda_robustness/fraction_0.02/aug_orbit_lambda_0.01_steps_4/seed_47,C:/Users/lewandowski/VSCode/orbit-tangent-no/runs/ablations/2d_galilean_n64_2pct_lambda_robustness/fraction_0.02/aug_orbit_lambda_0.01_steps_4/seed_47/checkpoints/best.pt,741416db8244,defc9703dbc41494fabf9fcfe9e3408eb2e1c3890814e47fe03d0f6b849e3f50,2668609.0,12.753254062499764,True,
training_run,lambda_robustness,aug_orbit,0.02,0.05,47,,runs/ablations/2d_galilean_n64_paper_ladder/fraction_0.02/aug_orbit_lambda_0.05_steps_4/seed_47,C:/Users/lewandowski/VSCode/orbit-tangent-no/runs/ablations/2d_galilean_n64_paper_ladder/fraction_0.02/aug_orbit_lambda_0.05_steps_4/seed_47/checkpoints/best.pt,6692f46699b4,defc9703dbc41494fabf9fcfe9e3408eb2e1c3890814e47fe03d0f6b849e3f50,2668609.0,22.001523125004496,True,
training_run,lambda_robustness,aug_orbit,0.02,0.05,59,,runs/ablations/2d_galilean_n64_paper_ladder/fraction_0.02/aug_orbit_lambda_0.05_steps_4/seed_59,C:/Users/lewandowski/VSCode/orbit-tangent-no/runs/ablations/2d_galilean_n64_paper_ladder/fraction_0.02/aug_orbit_lambda_0.05_steps_4/seed_59/checkpoints/best.pt,beb2c19cc494,defc9703dbc41494fabf9fcfe9e3408eb2e1c3890814e47fe03d0f6b849e3f50,2668609.0,20.270110000001296,True,
training_run,lambda_robustness,aug_orbit,0.02,0.05,71,,runs/ablations/2d_galilean_n64_paper_ladder/fraction_0.02/aug_orbit_lambda_0.05_steps_4/seed_71,C:/Users/lewandowski/VSCode/orbit-tangent-no/runs/ablations/2d_galilean_n64_paper_ladder/fraction_0.02/aug_orbit_lambda_0.05_steps_4/seed_71/checkpoints/best.pt,c5e2e4b37a4e,defc9703dbc41494fabf9fcfe9e3408eb2e1c3890814e47fe03d0f6b849e3f50,2668609.0,14.774223750009696,True,
