run_dir,checkpoint,source_method,target_severity,loss_mode,seed,trainable,epochs,lr,beta_l2_initial,gamma_prediction_preservation,orbit_eta,id_relative_l2_degradation,id_relative_l2_degradation_pct,target_orbit_ood_delta_pct,target_defect_delta_pct,before_epsilon_mean,before_epsilon_mean_std,before_epsilon_mean_stderr,before_equivariance_defect_relative,before_equivariance_defect_relative_std,before_equivariance_defect_relative_stderr,before_eval_seconds,before_num_batches,before_num_samples,before_orbit_ood_relative_l2,before_orbit_ood_relative_l2_std,before_orbit_ood_relative_l2_stderr,before_relative_l2,before_relative_l2_std,before_relative_l2_stderr,after_epsilon_mean,after_epsilon_mean_std,after_epsilon_mean_stderr,after_equivariance_defect_relative,after_equivariance_defect_relative_std,after_equivariance_defect_relative_stderr,after_eval_seconds,after_num_batches,after_num_samples,after_orbit_ood_relative_l2,after_orbit_ood_relative_l2_std,after_orbit_ood_relative_l2_stderr,after_relative_l2,after_relative_l2_std,after_relative_l2_stderr,relative_l2_delta_pct,orbit_ood_delta_pct,defect_delta_pct
runs\adaptation\2d_galilean_n64_2pct_target_boost\boost_0.35\aug_orbit_lambda_0.1_steps_4\orbit_preserve_projector_e5\seed_23,runs\ablations\2d_galilean_n64_2pct_lambda_robustness\fraction_0.02\aug_orbit_lambda_0.1_steps_4\seed_23\checkpoints\best.pt,aug_orbit_lambda_0.1_steps_4,boost_0.35,orbit_preserve,23,projector,5,1e-05,0.0,1.0,1e-06,-0.00012101046741008759,-0.03440317132984427,-0.3226400060654666,0.00023356995211276654,0.26845665113069117,0.09916831358164468,0.0030990097994263964,0.327559897210449,0.17518439124816826,0.005474512226505258,15.315006699995138,16,256,0.40142227755859494,0.15349154491630354,0.004796610778634486,0.35174218751490116,0.077843177434051,0.004865198589628188,0.26845665113069117,0.09916831358164468,0.0030990097994263964,0.327560662291944,0.1751088240267815,0.0054721507508369216,14.894598999992013,16,256,0.40012712869793177,0.1508363011198057,0.004713634409993928,0.3516211770474911,0.07708474811210751,0.0048177967570067195,-0.03440317132984427,-0.3226400060654666,0.00023356995211276654
runs\adaptation\2d_galilean_n64_2pct_target_boost\boost_0.35\aug_orbit_lambda_0.1_steps_4\orbit_preserve_projector_e5\seed_31,runs\ablations\2d_galilean_n64_2pct_lambda_robustness\fraction_0.02\aug_orbit_lambda_0.1_steps_4\seed_31\checkpoints\best.pt,aug_orbit_lambda_0.1_steps_4,boost_0.35,orbit_preserve,31,projector,5,1e-05,0.0,1.0,1e-06,0.00026496313512325287,0.07084883917969353,-0.24200329146117916,0.17469324648471396,0.26685350737534463,0.0956651297586106,0.0029895353049565815,0.3501409790478647,0.18368782362235933,0.005740244488198729,15.74480919999769,16,256,0.4293055818416178,0.15440844977823454,0.004825264055569829,0.37398373521864414,0.0797110701849171,0.004981941886557319,0.26685350737534463,0.0956651297586106,0.0029895353049565815,0.35075265169143677,0.1838144801834206,0.005744202505731893,15.007028499996522,16,256,0.42826664820313454,0.15089159628581905,0.004715362383931845,0.3742486983537674,0.07804094156676597,0.004877558847922873,0.07084883917969353,-0.24200329146117916,0.17469324648471396
runs\adaptation\2d_galilean_n64_2pct_target_boost\boost_0.35\aug_orbit_lambda_0.1_steps_4\orbit_preserve_projector_e5\seed_47,runs\ablations\2d_galilean_n64_2pct_lambda_robustness\fraction_0.02\aug_orbit_lambda_0.1_steps_4\seed_47\checkpoints\best.pt,aug_orbit_lambda_0.1_steps_4,boost_0.35,orbit_preserve,47,projector,5,1e-05,0.0,1.0,1e-06,0.001083865761756897,0.28797998183391904,-0.07125097199369712,0.07772635997986832,0.26369992876425385,0.10062953547084603,0.0031446729834639386,0.34475706331431866,0.17839404849422116,0.005574814015444411,15.12839310002164,16,256,0.4291279814206064,0.15675818794228538,0.004898693373196418,0.37636843882501125,0.08209717624324323,0.0051310735152027016,0.26369992876425385,0.10062953547084603,0.0031446729834639386,0.34502503043040633,0.17844029230773112,0.0055762591346165975,15.654666699992958,16,256,0.42882222356274724,0.1534986020275081,0.004796831313359628,0.37745230458676815,0.0808584770311479,0.005053654814446744,0.28797998183391904,-0.07125097199369712,0.07772635997986832
runs\adaptation\2d_galilean_n64_2pct_target_boost\boost_0.35\aug_orbit_lambda_0.1_steps_4\random_orbit_preserve_projector_e5\seed_23,runs\ablations\2d_galilean_n64_2pct_lambda_robustness\fraction_0.02\aug_orbit_lambda_0.1_steps_4\seed_23\checkpoints\best.pt,aug_orbit_lambda_0.1_steps_4,boost_0.35,random_orbit_preserve,23,projector,5,1e-05,0.0,1.0,1e-06,2.9996037483215332e-05,0.008527847539463451,-0.2866821382685347,0.13077799124447953,0.26845665113069117,0.09916831358164468,0.0030990097994263964,0.327559897210449,0.17518439124816826,0.005474512226505258,14.80820530001074,16,256,0.40142227755859494,0.15349154491630354,0.004796610778634486,0.35174218751490116,0.077843177434051,0.004865198589628188,0.26845665113069117,0.09916831358164468,0.0030990097994263964,0.3279882734641433,0.17536497419310743,0.005480155443534607,20.36466510000173,16,256,0.4002714715898037,0.15084992892389498,0.004714060278871718,0.3517721835523844,0.0770403733454391,0.004815023334089944,0.008527847539463451,-0.2866821382685347,0.13077799124447953
runs\adaptation\2d_galilean_n64_2pct_target_boost\boost_0.35\aug_orbit_lambda_0.1_steps_4\random_orbit_preserve_projector_e5\seed_31,runs\ablations\2d_galilean_n64_2pct_lambda_robustness\fraction_0.02\aug_orbit_lambda_0.1_steps_4\seed_31\checkpoints\best.pt,aug_orbit_lambda_0.1_steps_4,boost_0.35,random_orbit_preserve,31,projector,5,1e-05,0.0,1.0,1e-06,0.000522904098033905,0.1398200105489078,-0.1760083496961884,0.418148409954755,0.26685350737534463,0.0956651297586106,0.0029895353049565815,0.3501409790478647,0.18368782362235933,0.005740244488198729,15.362094499985687,16,256,0.4293055818416178,0.15440844977823454,0.004825264055569829,0.37398373521864414,0.0797110701849171,0.004981941886557319,0.26685350737534463,0.0956651297586106,0.0029895353049565815,0.3516050879843533,0.18414164034867594,0.005754426260896123,15.017388800013578,16,256,0.42854996817186475,0.15090991536801804,0.004715934855250564,0.37450663931667805,0.07791587823236057,0.004869742389522536,0.1398200105489078,-0.1760083496961884,0.418148409954755
runs\adaptation\2d_galilean_n64_2pct_target_boost\boost_0.35\aug_orbit_lambda_0.1_steps_4\random_orbit_preserve_projector_e5\seed_47,runs\ablations\2d_galilean_n64_2pct_lambda_robustness\fraction_0.02\aug_orbit_lambda_0.1_steps_4\seed_47\checkpoints\best.pt,aug_orbit_lambda_0.1_steps_4,boost_0.35,random_orbit_preserve,47,projector,5,1e-05,0.0,1.0,1e-06,0.0012827049940824509,0.340810987788176,-0.02798473320448913,0.20885645823436327,0.26369992876425385,0.10062953547084603,0.0031446729834639386,0.34475706331431866,0.17839404849422116,0.005574814015444411,15.341238299995894,16,256,0.4291279814206064,0.15675818794228538,0.004898693373196418,0.37636843882501125,0.08209717624324323,0.0051310735152027016,0.26369992876425385,0.10062953547084603,0.0031446729834639386,0.34547711070626974,0.17877575100501913,0.005586742218906848,15.37783449998824,16,256,0.4290078910999,0.15347990933644062,0.0047962471667637695,0.3776511438190937,0.0807838864868949,0.005048992905430931,0.340810987788176,-0.02798473320448913,0.20885645823436327
runs\adaptation\2d_galilean_n64_2pct_target_boost\boost_0.35\aug_steps_6\orbit_preserve_projector_e5\seed_23,runs\ablations\2d_galilean_n64_label_efficiency_compute_matched\fraction_0.02\aug_steps_6\seed_23\checkpoints\best.pt,aug_steps_6,boost_0.35,orbit_preserve,23,projector,5,1e-05,0.0,1.0,1e-06,-0.0009157191962003708,-0.19276813362456569,-0.40722198934091125,0.022974643152195995,0.26845665113069117,0.09916831358164468,0.0030990097994263964,0.4552241680212319,0.19317153206914633,0.006036610377160823,14.036029999988386,16,256,0.5275229820981622,0.1548813548093873,0.004840042337793353,0.47503660432994366,0.09049889438112348,0.005656180898820217,0.26845665113069117,0.09916831358164468,0.0030990097994263964,0.45532875414937735,0.1931986254837043,0.00603745704636576,18.15045710001141,16,256,0.5253747925162315,0.15238492364093847,0.004762028863779327,0.4741208851337433,0.0896472981023337,0.005602956131395856,-0.19276813362456569,-0.40722198934091125,0.022974643152195995
runs\adaptation\2d_galilean_n64_2pct_target_boost\boost_0.35\aug_steps_6\orbit_preserve_projector_e5\seed_31,runs\ablations\2d_galilean_n64_label_efficiency_compute_matched\fraction_0.02\aug_steps_6\seed_31\checkpoints\best.pt,aug_steps_6,boost_0.35,orbit_preserve,31,projector,5,1e-05,0.0,1.0,1e-06,-0.0016701221466064453,-0.3064503115072337,-0.47879756960784725,0.0669646932563106,0.26685350737534463,0.0956651297586106,0.0029895353049565815,0.5097618470899761,0.2105476663871645,0.00657961457459889,14.274461799999699,16,256,0.5983986044302583,0.1572437033097195,0.004913865728428735,0.5449895411729813,0.09357927292090563,0.005848704557556602,0.26685350737534463,0.0956651297586106,0.0029895353049565815,0.5101032075472176,0.21058186383465122,0.0065806832448328505,14.723246899986407,16,256,0.5955334864556789,0.15440684294880946,0.004825213842150296,0.5433194190263748,0.09265949926406786,0.005791218704004241,-0.3064503115072337,-0.47879756960784725,0.0669646932563106
runs\adaptation\2d_galilean_n64_2pct_target_boost\boost_0.35\aug_steps_6\orbit_preserve_projector_e5\seed_47,runs\ablations\2d_galilean_n64_label_efficiency_compute_matched\fraction_0.02\aug_steps_6\seed_47\checkpoints\best.pt,aug_steps_6,boost_0.35,orbit_preserve,47,projector,5,1e-05,0.0,1.0,1e-06,-0.0013945698738098145,-0.26096799724755204,-0.39216953475477156,0.019578288856703097,0.26369992876425385,0.10062953547084603,0.0031446729834639386,0.485664380248636,0.18414744958806847,0.00575460779962714,14.11030440000468,16,256,0.5804333472624421,0.15013131691775405,0.004691603653679814,0.5343834832310677,0.093936737826763,0.005871046114172687,0.26369992876425385,0.10062953547084603,0.0031446729834639386,0.48575946502387524,0.1841636809282295,0.0057551150290071715,15.165152599976864,16,256,0.5781570645049214,0.14817174180302867,0.004630366931344646,0.5329889133572578,0.09322343758810932,0.005826464849256832,-0.26096799724755204,-0.39216953475477156,0.019578288856703097
runs\adaptation\2d_galilean_n64_2pct_target_boost\boost_0.35\aug_steps_6\random_orbit_preserve_projector_e5\seed_23,runs\ablations\2d_galilean_n64_label_efficiency_compute_matched\fraction_0.02\aug_steps_6\seed_23\checkpoints\best.pt,aug_steps_6,boost_0.35,random_orbit_preserve,23,projector,5,1e-05,0.0,1.0,1e-06,-0.0008648056536912918,-0.18205031902985835,-0.39714295817276923,0.06606945046907509,0.26845665113069117,0.09916831358164468,0.0030990097994263964,0.4552241680212319,0.19317153206914633,0.006036610377160823,14.530729099991731,16,256,0.5275229820981622,0.1548813548093873,0.004840042337793353,0.47503660432994366,0.09049889438112348,0.005656180898820217,0.26845665113069117,0.09916831358164468,0.0030990097994263964,0.45552493212744594,0.19330206579267967,0.00604068955602124,14.083340999990469,16,256,0.5254279617220163,0.15241614688679306,0.004763004590212283,0.47417179867625237,0.0896648571760191,0.005604053573501194,-0.18205031902985835,-0.39714295817276923,0.06606945046907509
runs\adaptation\2d_galilean_n64_2pct_target_boost\boost_0.35\aug_steps_6\random_orbit_preserve_projector_e5\seed_31,runs\ablations\2d_galilean_n64_label_efficiency_compute_matched\fraction_0.02\aug_steps_6\seed_31\checkpoints\best.pt,aug_steps_6,boost_0.35,random_orbit_preserve,31,projector,5,1e-05,0.0,1.0,1e-06,-0.0015793927013874054,-0.289802387397764,-0.4598143573760649,0.12943831452285615,0.26685350737534463,0.0956651297586106,0.0029895353049565815,0.5097618470899761,0.2105476663871645,0.00657961457459889,13.906794799986528,16,256,0.5983986044302583,0.1572437033097195,0.004913865728428735,0.5449895411729813,0.09357927292090563,0.005848704557556602,0.26685350737534463,0.0956651297586106,0.0029895353049565815,0.51042167423293,0.21066592151937596,0.006583310047480499,13.949899999977788,16,256,0.5956470817327499,0.154484490487511,0.004827640327734719,0.5434101484715939,0.09268407479966555,0.005792754674979097,-0.289802387397764,-0.4598143573760649,0.12943831452285615
runs\adaptation\2d_galilean_n64_2pct_target_boost\boost_0.35\aug_steps_6\random_orbit_preserve_projector_e5\seed_47,runs\ablations\2d_galilean_n64_label_efficiency_compute_matched\fraction_0.02\aug_steps_6\seed_47\checkpoints\best.pt,aug_steps_6,boost_0.35,random_orbit_preserve,47,projector,5,1e-05,0.0,1.0,1e-06,-0.001319289207458496,-0.24688061080810897,-0.37822649211763926,0.06400028365520782,0.26369992876425385,0.10062953547084603,0.0031446729834639386,0.485664380248636,0.18414744958806847,0.00575460779962714,14.021211199986283,16,256,0.5804333472624421,0.15013131691775405,0.004691603653679814,0.5343834832310677,0.093936737826763,0.005871046114172687,0.26369992876425385,0.10062953547084603,0.0031446729834639386,0.4859752068296075,0.18423127590499067,0.005757227372030958,14.225854499993147,16,256,0.5782379945740104,0.14822432289412174,0.004632010090441304,0.5330641940236092,0.0932469855328905,0.005827936595805656,-0.24688061080810897,-0.37822649211763926,0.06400028365520782
runs\adaptation\2d_galilean_n64_2pct_target_boost\boost_0.35\baseline_steps_4\orbit_preserve_projector_e5\seed_23,runs\ablations\2d_galilean_n64_2pct_headline_5seed\fraction_0.02\baseline_steps_4\seed_23\checkpoints\best.pt,baseline_steps_4,boost_0.35,orbit_preserve,23,projector,5,1e-05,0.0,1.0,1e-06,-0.005154740065336227,-0.5753606168816816,-0.7401202094196258,-0.026089367864401414,0.26845665113069117,0.09916831358164468,0.0030990097994263964,0.8430904606357217,0.26683656975839665,0.008338642804949895,15.36256829998456,16,256,0.9495547711849213,0.1567862443640404,0.0048995701363762625,0.895914651453495,0.12266795158318773,0.007666746973949233,0.26845665113069117,0.09916831358164468,0.0030990097994263964,0.8428705036640167,0.2667321445073748,0.008335379515855463,14.777705200016499,16,256,0.9425269244238734,0.15194482704754841,0.004748275845235888,0.8907599113881588,0.11944361986065413,0.007465226241290883,-0.5753606168816816,-0.7401202094196258,-0.026089367864401414
runs\adaptation\2d_galilean_n64_2pct_target_boost\boost_0.35\baseline_steps_4\orbit_preserve_projector_e5\seed_31,runs\ablations\2d_galilean_n64_2pct_headline_5seed\fraction_0.02\baseline_steps_4\seed_31\checkpoints\best.pt,baseline_steps_4,boost_0.35,orbit_preserve,31,projector,5,1e-05,0.0,1.0,1e-06,-0.007569771260023117,-0.8003700806921143,-0.9258797871501523,0.007404790089715618,0.26685350737534463,0.0956651297586106,0.0029895353049565815,0.8776187552139163,0.26412424410794877,0.008253882628373399,15.846036699978868,16,256,1.002403092570603,0.16134503953000265,0.005042032485312583,0.9457838870584965,0.13819736016476983,0.008637335010298114,0.26685350737534463,0.0956651297586106,0.0029895353049565815,0.8776837410405278,0.2641119792481125,0.008253499351503516,14.599968299997272,16,256,0.9931220449507236,0.15669591659150844,0.004896747393484639,0.9382141157984734,0.13449278950571922,0.008405799344107451,-0.8003700806921143,-0.9258797871501523,0.007404790089715618
runs\adaptation\2d_galilean_n64_2pct_target_boost\boost_0.35\baseline_steps_4\orbit_preserve_projector_e5\seed_47,runs\ablations\2d_galilean_n64_2pct_headline_5seed\fraction_0.02\baseline_steps_4\seed_47\checkpoints\best.pt,baseline_steps_4,boost_0.35,orbit_preserve,47,projector,5,1e-05,0.0,1.0,1e-06,-0.006921425461769104,-0.7326370046490616,-0.8687773041787028,-0.0058715606547132815,0.26369992876425385,0.10062953547084603,0.0031446729834639386,0.9018579907715321,0.27809303196399976,0.008690407248874992,15.263455500011332,16,256,0.992989462800324,0.17850725921292884,0.005578351850404026,0.9447278007864952,0.15180089264677668,0.009487555790423543,0.26369992876425385,0.10062953547084603,0.0031446729834639386,0.9018050376325846,0.27801821394626697,0.008688069185820843,14.518300700001419,16,256,0.9843625957146287,0.1737678311182078,0.005430244722443993,0.9378063753247261,0.14803514475739685,0.009252196547337303,-0.7326370046490616,-0.8687773041787028,-0.0058715606547132815
runs\adaptation\2d_galilean_n64_2pct_target_boost\boost_0.35\baseline_steps_4\random_orbit_preserve_projector_e5\seed_23,runs\ablations\2d_galilean_n64_2pct_headline_5seed\fraction_0.02\baseline_steps_4\seed_23\checkpoints\best.pt,baseline_steps_4,boost_0.35,random_orbit_preserve,23,projector,5,1e-05,0.0,1.0,1e-06,-0.005102630704641342,-0.569544285983381,-0.7328879921646547,-0.0214707023729388,0.26845665113069117,0.09916831358164468,0.0030990097994263964,0.8430904606357217,0.26683656975839665,0.008338642804949895,14.343128100008471,16,256,0.9495547711849213,0.1567862443640404,0.0048995701363762625,0.895914651453495,0.12266795158318773,0.007666746973949233,0.26845665113069117,0.09916831358164468,0.0030990097994263964,0.842909443192184,0.2667422225733136,0.00833569445541605,16.070068100001663,16,256,0.9425955982878804,0.15198601323792257,0.00474956291368508,0.8908120207488537,0.11947109973560426,0.007466943733475266,-0.569544285983381,-0.7328879921646547,-0.0214707023729388
runs\adaptation\2d_galilean_n64_2pct_target_boost\boost_0.35\baseline_steps_4\random_orbit_preserve_projector_e5\seed_31,runs\ablations\2d_galilean_n64_2pct_headline_5seed\fraction_0.02\baseline_steps_4\seed_31\checkpoints\best.pt,baseline_steps_4,boost_0.35,random_orbit_preserve,31,projector,5,1e-05,0.0,1.0,1e-06,-0.007508359849452972,-0.7938769048820293,-0.9186132822457727,0.013103500752209563,0.26685350737534463,0.0956651297586106,0.0029895353049565815,0.8776187552139163,0.26412424410794877,0.008253882628373399,14.384108599973843,16,256,1.002403092570603,0.16134503953000265,0.005042032485312583,0.9457838870584965,0.13819736016476983,0.008637335010298114,0.26685350737534463,0.0956651297586106,0.0029895353049565815,0.8777337539941072,0.2641189951852232,0.008253718599538225,14.338615099986782,16,256,0.9931948846206069,0.15672515639094253,0.004897661137216954,0.9382755272090435,0.13451616621524984,0.008407260388453115,-0.7938769048820293,-0.9186132822457727,0.013103500752209563
runs\adaptation\2d_galilean_n64_2pct_target_boost\boost_0.35\baseline_steps_4\random_orbit_preserve_projector_e5\seed_47,runs\ablations\2d_galilean_n64_2pct_headline_5seed\fraction_0.02\baseline_steps_4\seed_47\checkpoints\best.pt,baseline_steps_4,boost_0.35,random_orbit_preserve,47,projector,5,1e-05,0.0,1.0,1e-06,-0.006843738257884979,-0.7244137678797502,-0.8602419657810723,-0.00046170719488758394,0.26369992876425385,0.10062953547084603,0.0031446729834639386,0.9018579907715321,0.27809303196399976,0.008690407248874992,14.688569399993867,16,256,0.992989462800324,0.17850725921292884,0.005578351850404026,0.9447278007864952,0.15180089264677668,0.009487555790423543,0.26369992876425385,0.10062953547084603,0.0031446729834639386,0.901853826828301,0.2780311503474476,0.008688473448357737,14.729875100019854,16,256,0.9844473507255316,0.17380493273712577,0.00543140414803518,0.9378840625286102,0.14806139384982028,0.009253837115613768,-0.7244137678797502,-0.8602419657810723,-0.00046170719488758394
runs\adaptation\2d_galilean_n64_2pct_target_boost\boost_0.35\orbit_lambda_0.05_steps_4\orbit_preserve_projector_e5\seed_23,runs\ablations\2d_galilean_n64_2pct_headline_5seed\fraction_0.02\orbit_lambda_0.05_steps_4\seed_23\checkpoints\best.pt,orbit_lambda_0.05_steps_4,boost_0.35,orbit_preserve,23,projector,5,1e-05,0.0,1.0,1e-06,-0.001584986224770546,-0.3519255299700319,-0.4826568077756943,0.007021156630093728,0.26845665113069117,0.09916831358164468,0.0030990097994263964,0.41293107299134135,0.18430626761881502,0.0057595708630879695,15.169371399999363,16,256,0.5065159811638296,0.15680625311669724,0.004900195409896789,0.450375460088253,0.08745576405737397,0.005465985253585873,0.26845665113069117,0.09916831358164468,0.0030990097994263964,0.4129600655287504,0.1842929808221526,0.0057591556506922685,14.609563100006199,16,256,0.5040712472982705,0.15472215405383397,0.004835067314182311,0.4487904738634825,0.08671151748380546,0.005419469842737841,-0.3519255299700319,-0.4826568077756943,0.007021156630093728
runs\adaptation\2d_galilean_n64_2pct_target_boost\boost_0.35\orbit_lambda_0.05_steps_4\orbit_preserve_projector_e5\seed_31,runs\ablations\2d_galilean_n64_2pct_headline_5seed\fraction_0.02\orbit_lambda_0.05_steps_4\seed_31\checkpoints\best.pt,orbit_lambda_0.05_steps_4,boost_0.35,orbit_preserve,31,projector,5,1e-05,0.0,1.0,1e-06,-0.001086970791220665,-0.23038549925211704,-0.4855024582538836,0.05634042913846837,0.26685350737534463,0.0956651297586106,0.0029895353049565815,0.43624460231512785,0.2052012740970113,0.006412539815531603,14.733072700008051,16,256,0.5334983859211206,0.1654299062515381,0.005169684570360566,0.4718052111566067,0.09109709773487588,0.005693568608429743,0.26685350737534463,0.0956651297586106,0.0029895353049565815,0.4364903843961656,0.20522459781892208,0.006413268681841315,15.276178200001596,16,256,0.5309082381427288,0.162181083881268,0.005068158871289625,0.470718240365386,0.08977057613487499,0.005610661008429687,-0.23038549925211704,-0.4855024582538836,0.05634042913846837
runs\adaptation\2d_galilean_n64_2pct_target_boost\boost_0.35\orbit_lambda_0.05_steps_4\orbit_preserve_projector_e5\seed_47,runs\ablations\2d_galilean_n64_2pct_headline_5seed\fraction_0.02\orbit_lambda_0.05_steps_4\seed_47\checkpoints\best.pt,orbit_lambda_0.05_steps_4,boost_0.35,orbit_preserve,47,projector,5,1e-05,0.0,1.0,1e-06,-0.0015721805393695831,-0.32567358985192696,-0.48935936452422224,0.022103313121446533,0.26369992876425385,0.10062953547084603,0.0031446729834639386,0.426275341771543,0.18821114135940623,0.0058815981674814445,14.521528400015086,16,256,0.5369114158675075,0.1613012795396968,0.005040664985615525,0.48274732381105423,0.09799554321659382,0.0061247214510371135,0.26369992876425385,0.10062953547084603,0.0031446729834639386,0.4263695627450943,0.188242975983549,0.005882592999485906,14.098644899990177,16,256,0.5342839895747602,0.15894883187663303,0.004967150996144782,0.48117514327168465,0.09692972051574904,0.006058107532234315,-0.32567358985192696,-0.48935936452422224,0.022103313121446533
runs\adaptation\2d_galilean_n64_2pct_target_boost\boost_0.35\orbit_lambda_0.05_steps_4\random_orbit_preserve_projector_e5\seed_23,runs\ablations\2d_galilean_n64_2pct_headline_5seed\fraction_0.02\orbit_lambda_0.05_steps_4\seed_23\checkpoints\best.pt,orbit_lambda_0.05_steps_4,boost_0.35,random_orbit_preserve,23,projector,5,1e-05,0.0,1.0,1e-06,-0.0015690568834543228,-0.3483886273792258,-0.4776186311305275,0.03759010046888722,0.26845665113069117,0.09916831358164468,0.0030990097994263964,0.41293107299134135,0.18430626761881502,0.0057595708630879695,15.362007599993376,16,256,0.5065159811638296,0.15680625311669724,0.004900195409896789,0.450375460088253,0.08745576405737397,0.005465985253585873,0.26845665113069117,0.09916831358164468,0.0030990097994263964,0.4130862941965461,0.1843813433430711,0.005761916979470972,14.387556200003019,16,256,0.5040967664681375,0.15475113193594164,0.004835972872998176,0.4488064032047987,0.08670856650526022,0.005419285406578764,-0.3483886273792258,-0.4776186311305275,0.03759010046888722
runs\adaptation\2d_galilean_n64_2pct_target_boost\boost_0.35\orbit_lambda_0.05_steps_4\random_orbit_preserve_projector_e5\seed_31,runs\ablations\2d_galilean_n64_2pct_headline_5seed\fraction_0.02\orbit_lambda_0.05_steps_4\seed_31\checkpoints\best.pt,orbit_lambda_0.05_steps_4,boost_0.35,random_orbit_preserve,31,projector,5,1e-05,0.0,1.0,1e-06,-0.001030217856168747,-0.21835660815259228,-0.4667126411475153,0.13210822070195416,0.26685350737534463,0.0956651297586106,0.0029895353049565815,0.43624460231512785,0.2052012740970113,0.006412539815531603,15.269846199982567,16,256,0.5334983859211206,0.1654299062515381,0.005169684570360566,0.4718052111566067,0.09109709773487588,0.005693568608429743,0.26685350737534463,0.0956651297586106,0.0029895353049565815,0.43682091729715466,0.2053786582544415,0.0064180830704512965,14.039670199999819,16,256,0.5310084815137088,0.16228457944480099,0.005071393107650031,0.4707749933004379,0.08978965424673477,0.005611853390420923,-0.21835660815259228,-0.4667126411475153,0.13210822070195416
runs\adaptation\2d_galilean_n64_2pct_target_boost\boost_0.35\orbit_lambda_0.05_steps_4\random_orbit_preserve_projector_e5\seed_47,runs\ablations\2d_galilean_n64_2pct_headline_5seed\fraction_0.02\orbit_lambda_0.05_steps_4\seed_47\checkpoints\best.pt,orbit_lambda_0.05_steps_4,boost_0.35,random_orbit_preserve,47,projector,5,1e-05,0.0,1.0,1e-06,-0.001493837684392929,-0.3094450472764576,-0.47384213267620545,0.07412635725805305,0.26369992876425385,0.10062953547084603,0.0031446729834639386,0.426275341771543,0.18821114135940623,0.0058815981674814445,14.671037599997362,16,256,0.5369114158675075,0.1613012795396968,0.005040664985615525,0.48274732381105423,0.09799554321659382,0.0061247214510371135,0.26369992876425385,0.10062953547084603,0.0031446729834639386,0.4265913241542876,0.18834135787295647,0.00588566743352989,15.20605660000001,16,256,0.5343673033639789,0.1589858840891365,0.0049683088777855156,0.4812534861266613,0.0969448547086115,0.006059053419288219,-0.3094450472764576,-0.47384213267620545,0.07412635725805305
runs\adaptation\2d_galilean_n64_2pct_target_boost\boost_0.50\aug_orbit_lambda_0.1_steps_4\orbit_preserve_projector_e5\seed_23,runs\ablations\2d_galilean_n64_2pct_lambda_robustness\fraction_0.02\aug_orbit_lambda_0.1_steps_4\seed_23\checkpoints\best.pt,aug_orbit_lambda_0.1_steps_4,boost_0.50,orbit_preserve,23,projector,5,1e-05,0.0,1.0,1e-06,-0.00012513063848018646,-0.03557453240518038,-0.5653506566406952,-0.03400986510315729,0.38350950786843896,0.14166902835099726,0.004427157135968664,0.43819161085411906,0.2581330339491913,0.008066657310912228,14.482301200012444,16,256,0.47085331473499537,0.23500261595234573,0.007343831748510804,0.35174218751490116,0.077843177434051,0.004865198589628188,0.38350950786843896,0.14166902835099726,0.004427157135968664,0.43804258247837424,0.2578306333213321,0.008057207291291628,16.142556800012244,16,256,0.4681913424283266,0.230708035437185,0.007209626107412031,0.351617056876421,0.07710052005042868,0.0048187825031517926,-0.03557453240518038,-0.5653506566406952,-0.03400986510315729
runs\adaptation\2d_galilean_n64_2pct_target_boost\boost_0.50\aug_orbit_lambda_0.1_steps_4\orbit_preserve_projector_e5\seed_31,runs\ablations\2d_galilean_n64_2pct_lambda_robustness\fraction_0.02\aug_orbit_lambda_0.1_steps_4\seed_31\checkpoints\best.pt,aug_orbit_lambda_0.1_steps_4,boost_0.50,orbit_preserve,31,projector,5,1e-05,0.0,1.0,1e-06,0.0002497900277376175,0.06679168215473208,-0.5080610454447632,0.11989144655255579,0.3812193055637181,0.13666446126366383,0.004270764414489495,0.46539272041991353,0.26537590239267106,0.00829299694977097,15.115154900006019,16,256,0.49942789785563946,0.2385806144956614,0.007455644202989419,0.37398373521864414,0.0797110701849171,0.004981941886557319,0.3812193055637181,0.13666446126366383,0.004270764414489495,0.46595068648457527,0.26517466804168277,0.008286708376302587,17.0904678000079,16,256,0.49689049925655127,0.23333792918808746,0.007291810287127733,0.37423352524638176,0.07807093892232002,0.004879433682645001,0.06679168215473208,-0.5080610454447632,0.11989144655255579
