severity,severity_scale,method,relative_l2,relative_l2,relative_l2,orbit_ood_relative_l2,orbit_ood_relative_l2,orbit_ood_relative_l2,equivariance_defect_relative,equivariance_defect_relative,equivariance_defect_relative,epsilon_mean,epsilon_mean,epsilon_mean
,,,mean,std,count,mean,std,count,mean,std,count,mean,std,count
boost_0.10,0.4,semi_aug_orbit,0.49482967642446357,0.04825441314972342,3,0.4965603382637103,0.04825831142054546,3,0.11069584602955729,0.008261720307857202,3,0.0767881427697527,0.0006581731174759279,3
boost_0.20,0.8,semi_aug_orbit,0.49482967642446357,0.04825441314972342,3,0.5033030301953355,0.04794498980410057,3,0.20472637983039021,0.0152443365906611,3,0.1535762855395054,0.0013163462349518559,3
boost_0.35,1.4,semi_aug_orbit,0.49482967642446357,0.04825441314972342,3,0.527867739709715,0.04619080028493636,3,0.32258272256391746,0.02359114608039099,3,0.2687584876548499,0.0023036055956279274,3
boost_0.50,2.0,semi_aug_orbit,0.49482967642446357,0.04825441314972342,3,0.5730968221711615,0.0425423233172557,3,0.43380727836241323,0.02781661928355714,3,0.3839407063399752,0.003290865476051337,3
train_radius,1.0,semi_aug_orbit,0.49482967642446357,0.04825441314972342,3,0.5093041729802886,0.04756040612335496,3,0.24619151923495033,0.01835442895585673,3,0.1919703531699876,0.0016454327380256684,3
