method,data_fraction,steps_per_epoch,relative_l2_mean,relative_l2_std,relative_l2_count,orbit_ood_relative_l2_mean,orbit_ood_relative_l2_std,orbit_ood_relative_l2_count,equivariance_defect_relative_mean,equivariance_defect_relative_std,equivariance_defect_relative_count,latency_ms_per_sample_mean,latency_ms_per_sample_std,latency_ms_per_sample_count,latency_ms_per_batch_mean,latency_ms_per_batch_std,latency_ms_per_batch_count
aug,0.05,6,0.2950280687461297,0.006051064073136299,3,0.32370066658283275,0.001281436329867198,3,0.24271229716638723,0.0013794272410441516,3,11.455302083330329,0.49543130850320694,3,183.28483333328526,7.926900936051311,3
