data_fraction,method,orbit_control,steps_per_epoch,lambda_orbit,relative_l2_mean,relative_l2_std,relative_l2_count,orbit_ood_relative_l2_mean,orbit_ood_relative_l2_std,orbit_ood_relative_l2_count,oracle_canonical_ood_relative_l2_mean,oracle_canonical_ood_relative_l2_std,oracle_canonical_ood_relative_l2_count,equivariance_defect_relative_mean,equivariance_defect_relative_std,equivariance_defect_relative_count,epsilon_mean_mean,epsilon_mean_std,epsilon_mean_count,latency_ms_per_sample_mean,latency_ms_per_sample_std,latency_ms_per_sample_count,latency_ms_per_batch_mean,latency_ms_per_batch_std,latency_ms_per_batch_count,parameters_mean,parameters_std,parameters_count
0.02,aug_orbit_no_output,no_output_transform,4,0.1,0.8827177112301191,0.01935607485995268,3,0.8993619913235307,0.019072037731035833,3,0.8827177084361514,0.019356076386021413,3,0.6236240657356878,0.023835501970338926,3,0.1911283772593985,0.002469983482545421,3,10.901422187483453,1.287321659233475,3,174.42275499973525,20.5971465477356,3,2668609.0,0.0,3
