method,data_fraction,steps_per_epoch,lambda_orbit,relative_l2_mean,relative_l2_std,relative_l2_count,orbit_ood_relative_l2_mean,orbit_ood_relative_l2_std,orbit_ood_relative_l2_count,equivariance_defect_relative_mean,equivariance_defect_relative_std,equivariance_defect_relative_count,latency_ms_per_sample_mean,latency_ms_per_sample_std,latency_ms_per_sample_count,latency_ms_per_batch_mean,latency_ms_per_batch_std,latency_ms_per_batch_count
aug,0.05,6.0,0.05,0.2950280687461297,0.006051064073136299,3,0.32370066658283275,0.001281436329867198,3,0.24271229716638723,0.0013794272410441516,3,11.455302083330329,0.49543130850320694,3,183.28483333328526,7.926900936051311,3
aug_orbit,0.05,4.0,0.05,0.253514948921899,0.012429307964308883,3,0.2820991921859483,0.011255670679400472,3,0.19638351482960084,0.00703897655411422,3,11.430575208328264,0.32213905800582016,3,182.88920333325223,5.1542249280931225,3
aug_orbit,0.05,4.0,0.1,0.22598375969876847,0.01194772976283923,3,0.25145430366198224,0.011218701216756824,3,0.16210127082498124,0.007783508827152851,3,12.54020250001607,0.6760619353308663,3,200.64324000025712,10.816990965293861,3
